FIRE_YEAR,ICS_COMPLEX_NAME,FIRE_NAME,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,CPLX_INCIDENT_ID,MEMBER_INCIDENT_ID,,,,
2014,123 COMPLEX,123 COMPLEX,256722,256722,2014_256722_123 COMPLEX,2014_256722_123 COMPLEX,,,,
2014,APACHE COMPLEX,APACHE COMPLEX,943387,943387,2014_943387_APACHE COMPLEX,2014_943387_APACHE COMPLEX,,,,
2014,BASILONE COMPLEX,TOMAHAWK,400503,407445,2014_407445_BASILONE COMPLEX,2014_400503_TOMAHAWK,,,,
2014,BASILONE COMPLEX,COMBAT,405755,407445,2014_407445_BASILONE COMPLEX,2014_405755_COMBAT,,,,
2014,BASILONE COMPLEX,PULGAS,405786,407445,2014_407445_BASILONE COMPLEX,2014_405786_PULGAS,,,,
2014,BASILONE COMPLEX,BASILONE COMPLEX,407445,407445,2014_407445_BASILONE COMPLEX,2014_407445_BASILONE COMPLEX,,,,
2014,BEAVER COMPLEX,BEAVER,732202,738768,2014_738768_BEAVER COMPLEX,2014_732202_BEAVER,,,,
2014,BEAVER COMPLEX,OREGON GULCH,743008,738768,2014_738768_BEAVER COMPLEX,2014_743008_OREGON GULCH,,,,
2014,BEAVER COMPLEX,BEAVER COMPLEX,738768,738768,2014_738768_BEAVER COMPLEX,2014_738768_BEAVER COMPLEX,,,,
2014,BONE MOUNTAIN COMPLEX,BONE MOUNTAIN COMPLEX,259765,259765,2014_259765_BONE MOUNTAIN COMPLEX,2014_259765_BONE MOUNTAIN COMPLEX,,,,
2014,BRIDGE 99 COMPLEX,BRIDGE 99 COMPLEX,639070,639070,2014_639070_BRIDGE 99 COMPLEX,2014_639070_BRIDGE 99 COMPLEX,,,,
2014,BUZZARD COMPLEX,BEAVER CREEK,634216,634805,2014_634805_BUZZARD COMPLEX,2014_634216_BEAVER CREEK,,,,
2014,BUZZARD COMPLEX,BARTLETT,634217,634805,2014_634805_BUZZARD COMPLEX,2014_634217_BARTLETT,,,,
2014,BUZZARD COMPLEX,SADDLE DRAW,634363,634805,2014_634805_BUZZARD COMPLEX,2014_634363_SADDLE DRAW,,,,
2014,BUZZARD COMPLEX,TWIN RESERVIOR,634652,634805,2014_634805_BUZZARD COMPLEX,2014_634652_TWIN RESERVIOR,,,,
2014,BUZZARD COMPLEX,BUZZARD COMPLEX,634805,634805,2014_634805_BUZZARD COMPLEX,2014_634805_BUZZARD COMPLEX,,,,
2014,CAMP CREEK COMPLEX,CAMP CREEK COMPLEX,747605,747605,2014_747605_CAMP CREEK COMPLEX,2014_747605_CAMP CREEK COMPLEX,,,,
2014,CARLTON COMPLEX,CARLTON COMPLEX,638842,638842,2014_638842_CARLTON COMPLEX,2014_638842_CARLTON COMPLEX,,,,
2014,CARLTON COMPLEX,COUGAR FLATS,646323,638842,2014_638842_CARLTON COMPLEX,2014_646323_COUGAR FLATS,,,,
2014,CARLTON COMPLEX,FRENCH CREEK,646324,638842,2014_638842_CARLTON COMPLEX,2014_646324_FRENCH CREEK,,,,
2014,CARLTON COMPLEX,GOLDEN HIKE,646652,638842,2014_638842_CARLTON COMPLEX,2014_646652_GOLDEN HIKE,,,,
2014,CARLTON COMPLEX,RISING EAGLE ROAD,741618,638842,2014_638842_CARLTON COMPLEX,2014_741618_RISING EAGLE ROAD,,,,
2014,CHIWAUKUM COMPLEX,CHIWAUKUM CREEK,644925,645401,2014_645401_CHIWAUKUM COMPLEX,2014_644925_CHIWAUKUM CREEK,,,,
2014,CHIWAUKUM COMPLEX,CHIWAUKUM COMPLEX,645401,645401,2014_645401_CHIWAUKUM COMPLEX,2014_645401_CHIWAUKUM COMPLEX,,,,
2014,CHIWAUKUM COMPLEX,KELLY MOUNTAIN,646751,645401,2014_645401_CHIWAUKUM COMPLEX,2014_646751_KELLY MOUNTAIN,,,,
2014,CHIWAUKUM COMPLEX,DUNCAN DIP,653425,645401,2014_645401_CHIWAUKUM COMPLEX,2014_653425_DUNCAN DIP,,,,
2014,CHIWAUKUM COMPLEX,HANSEL CREEK,780175,645401,2014_645401_CHIWAUKUM COMPLEX,2014_780175_HANSEL CREEK,,,,
2014,CHIWAUKUM COMPLEX,SHOOFLY,763472,645401,2014_645401_CHIWAUKUM COMPLEX,2014_763472_SHOOFLY,,,,
2014,CHIWAUKUM COMPLEX,ALPINE,768276,645401,2014_645401_CHIWAUKUM COMPLEX,2014_768276_ALPINE,,,,
2014,COFFEE COMPLEX,COFFEE,733393,742981,2014_742981_COFFEE COMPLEX,2014_733393_COFFEE,,,,
2014,COFFEE COMPLEX,COFFEE COMPLEX,742981,742981,2014_742981_COFFEE COMPLEX,2014_742981_COFFEE COMPLEX,,,,
2014,DECEPTION COMPLEX,DECEPTION CREEK,808991,865852,2014_865852_DECEPTION COMPLEX,2014_808991_DECEPTION CREEK,,,,
2014,DECEPTION COMPLEX,DECEPTION COMPLEX,865852,865852,2014_865852_DECEPTION COMPLEX,2014_865852_DECEPTION COMPLEX,,,,
2014,DEVILS ELBOW COMPLEX,TIMM BROTHERS,751066,768941,2014_768941_DEVILS ELBOW COMPLEX,2014_751066_TIMM BROTHERS,,,,
2014,DEVILS ELBOW COMPLEX,CENTRAL PEAK,752737,768941,2014_768941_DEVILS ELBOW COMPLEX,2014_752737_CENTRAL PEAK,,,,
2014,DEVILS ELBOW COMPLEX,CUB CREEK,752778,768941,2014_768941_DEVILS ELBOW COMPLEX,2014_752778_CUB CREEK,,,,
2014,DEVILS ELBOW COMPLEX,DEADHORSE,754101,768941,2014_768941_DEVILS ELBOW COMPLEX,2014_754101_DEADHORSE,,,,
2014,DEVILS ELBOW COMPLEX,DEVILS ELBOW COMPLEX,768941,768941,2014_768941_DEVILS ELBOW COMPLEX,2014_768941_DEVILS ELBOW COMPLEX,,,,
2014,GRAVEL STAND COMPLEX,GRAVEL STAND COMPLEX,304335,304335,2014_304335_GRAVEL STAND COMPLEX,2014_304335_GRAVEL STAND COMPLEX,,,,
2014,HAPPY CAMP COMPLEX,HAPPY CAMP COMPLEX,809568,809568,2014_809568_HAPPY CAMP COMPLEX,2014_809568_HAPPY CAMP COMPLEX,,,,
2014,HAPPY CAMP COMPLEX,DELTA,818745,809568,2014_809568_HAPPY CAMP COMPLEX,2014_818745_DELTA,,,,
2014,HAPPY CAMP COMPLEX,FRYING PAN,826275,809568,2014_809568_HAPPY CAMP COMPLEX,2014_826275_FRYING PAN,,,,
2014,HAPPY CAMP COMPLEX,FALKSTEIN,826309,809568,2014_809568_HAPPY CAMP COMPLEX,2014_826309_FALKSTEIN,,,,
2014,HAPPY CAMP COMPLEX,KEMPER,830659,809568,2014_809568_HAPPY CAMP COMPLEX,2014_830659_KEMPER,,,,
2014,HAY CREEK COMPLEX,HAY CREEK COMPLEX,727924,727924,2014_727924_HAY CREEK COMPLEX,2014_727924_HAY CREEK COMPLEX,,,,
2014,HAY CREEK COMPLEX,HAY CREEK 1,737069,727924,2014_727924_HAY CREEK COMPLEX,2014_737069_HAY CREEK 1,,,,
2014,HAY CREEK COMPLEX,HAY CREEK 2,737140,727924,2014_727924_HAY CREEK COMPLEX,2014_737140_HAY CREEK 2,,,,
2014,HAYSTACK COMPLEX (7 FIRES),INC 258,725434,732239,2014_732239_HAYSTACK COMPLEX (7 FIRES),2014_725434_INC 258,,,,
2014,HAYSTACK COMPLEX (7 FIRES),HAYSTACK,725910,732239,2014_732239_HAYSTACK COMPLEX (7 FIRES),2014_725910_HAYSTACK,,,,
2014,HAYSTACK COMPLEX (7 FIRES),STEET MT,726393,732239,2014_732239_HAYSTACK COMPLEX (7 FIRES),2014_726393_STEET MT,,,,
2014,HAYSTACK COMPLEX (7 FIRES),HAYSTACK COMPLEX (7 FIRES),732239,732239,2014_732239_HAYSTACK COMPLEX (7 FIRES),2014_732239_HAYSTACK COMPLEX (7 FIRES),,,,
2014,HAYSTACK COMPLEX (7 FIRES),SCHOOLHOUSE,739398,732239,2014_732239_HAYSTACK COMPLEX (7 FIRES),2014_739398_SCHOOLHOUSE,,,,
2014,JULY COMPLEX,KNF LEEF,726847,744756,2014_744756_JULY COMPLEX,2014_726847_KNF LEEF,,,,
2014,JULY COMPLEX,LOG,732812,744756,2014_744756_JULY COMPLEX,2014_732812_LOG,,,,
2014,JULY COMPLEX,WHITE,732976,744756,2014_744756_JULY COMPLEX,2014_732976_WHITE,,,,
2014,JULY COMPLEX,JULY COMPLEX,744756,744756,2014_744756_JULY COMPLEX,2014_744756_JULY COMPLEX,,,,
2014,JULY COMPLEX,MAN,816154,744756,2014_744756_JULY COMPLEX,2014_816154_MAN,,,,
2014,KITTEN COMPLEX,STEMLER,684213,687974,2014_687974_KITTEN COMPLEX,2014_684213_STEMLER,,,,
2014,KITTEN COMPLEX,KITTEN CANYON,685450,687974,2014_687974_KITTEN COMPLEX,2014_685450_KITTEN CANYON,,,,
2014,KITTEN COMPLEX,BROGAN HILL,686059,687974,2014_687974_KITTEN COMPLEX,2014_686059_BROGAN HILL,,,,
2014,KITTEN COMPLEX,KITTEN COMPLEX,687974,687974,2014_687974_KITTEN COMPLEX,2014_687974_KITTEN COMPLEX,,,,
2014,KITTEN COMPLEX,JUNIPER,689218,687974,2014_687974_KITTEN COMPLEX,2014_689218_JUNIPER,,,,
2014,LODGE COMPLEX,LODGE COMPLEX,731475,731475,2014_731475_LODGE COMPLEX,2014_731475_LODGE COMPLEX,,,,
2014,LOGGING UNIT FIRES,SKYLINE ROAD,631147,647372,2014_647372_LOGGING UNIT FIRES,2014_631147_SKYLINE ROAD,,,,
2014,LOGGING UNIT FIRES,318,640190,647372,2014_647372_LOGGING UNIT FIRES,2014_640190_0318,,,,
2014,LOGGING UNIT FIRES,CAMAS PRAIRIE,646117,647372,2014_647372_LOGGING UNIT FIRES,2014_646117_CAMAS PRAIRIE,,,,
2014,LOGGING UNIT FIRES,NORTH PINHEAD,646224,647372,2014_647372_LOGGING UNIT FIRES,2014_646224_NORTH PINHEAD,,,,
2014,LOGGING UNIT FIRES,LOGGING UNIT FIRES,647372,647372,2014_647372_LOGGING UNIT FIRES,2014_647372_LOGGING UNIT FIRES,,,,
2014,LOGGING UNIT FIRES,HALEY,648456,647372,2014_647372_LOGGING UNIT FIRES,2014_648456_HALEY,,,,
2014,MCRAE COMPLEX,MCRAE,580598,733009,2014_733009_MCRAE COMPLEX,2014_580598_MCRAE,,,,
2014,MCRAE COMPLEX,HAMMER,726589,733009,2014_733009_MCRAE COMPLEX,2014_726589_HAMMER,,,,
2014,MCRAE COMPLEX,MCRAE COMPLEX,733009,733009,2014_733009_MCRAE COMPLEX,2014_733009_MCRAE COMPLEX,,,,
2014,MGC COMPLEX,MIDDLE RIDGE,570238,580435,2014_580435_MGC COMPLEX,2014_570238_MIDDLE RIDGE,,,,
2014,MGC COMPLEX,GREEK PEAK,575083,580435,2014_580435_MGC COMPLEX,2014_575083_GREEK PEAK,,,,
2014,MGC COMPLEX,COTTONWOOD,575968,580435,2014_580435_MGC COMPLEX,2014_575968_COTTONWOOD,,,,
2014,MGC COMPLEX,MGC COMPLEX,580435,580435,2014_580435_MGC COMPLEX,2014_580435_MGC COMPLEX,,,,
2014,MODOC JULY COMPLEX,MODOC JULY COMPLEX,571039,571039,2014_571039_MODOC JULY COMPLEX,2014_571039_MODOC JULY COMPLEX,,,,
2014,MODOC JULY COMPLEX,DALTON,573518,571039,2014_571039_MODOC JULY COMPLEX,2014_573518_DALTON,,,,
2014,MODOC JULY COMPLEX,DOBIE,574123,571039,2014_571039_MODOC JULY COMPLEX,2014_574123_DOBIE,,,,
2014,MODOC JULY COMPLEX,GULCH,580027,571039,2014_571039_MODOC JULY COMPLEX,2014_580027_GULCH,,,,
2014,MOUNT BAKER RANGER DISTRICT COMPLEX,SEFRIT,640731,665864,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,2014_640731_SEFRIT,,,,
2014,MOUNT BAKER RANGER DISTRICT COMPLEX,SEFRIT WEST,640772,665864,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,2014_640772_SEFRIT WEST,,,,
2014,MOUNT BAKER RANGER DISTRICT COMPLEX,QUARTZ CREEK,648611,665864,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,2014_648611_QUARTZ CREEK,,,,
2014,MOUNT BAKER RANGER DISTRICT COMPLEX,MOUNT BAKER RANGER DISTRICT COMPLEX,665864,665864,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,,,,
2014,MOUNT BAKER RANGER DISTRICT COMPLEX,SEFRIT NORTH,763849,665864,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,2014_763849_SEFRIT NORTH,,,,
2014,MOUNT BAKER RANGER DISTRICT COMPLEX,SEFRIT EAST,763851,665864,2014_665864_MOUNT BAKER RANGER DISTRICT COMPLEX,2014_763851_SEFRIT EAST,,,,
2014,OCHOCO COMPLEX,OSCAR CANYON,646607,671366,2014_671366_OCHOCO COMPLEX,2014_646607_OSCAR CANYON,,,,
2014,OCHOCO COMPLEX,FOX,657240,671366,2014_671366_OCHOCO COMPLEX,2014_657240_FOX,,,,
2014,OCHOCO COMPLEX,OCHOCO COMPLEX,671366,671366,2014_671366_OCHOCO COMPLEX,2014_671366_OCHOCO COMPLEX,,,,
2014,OLD MAN COMPLEX,MACARONI,743542,901986,2014_901986_OLD MAN COMPLEX,2014_743542_MACARONI,,,,
2014,OLD MAN COMPLEX,OLD,866365,901986,2014_901986_OLD MAN COMPLEX,2014_866365_OLD,,,,
2014,OLD MAN COMPLEX,OLD MAN COMPLEX,901986,901986,2014_901986_OLD MAN COMPLEX,2014_901986_OLD MAN COMPLEX,,,,
2014,PUMICE FLAT,LITTLE CASTLE,683532,714872,2014_714872_PUMICE FLAT,2014_683532_LITTLE CASTLE,,,,
2014,PUMICE FLAT,PUMICE FLAT,714872,714872,2014_714872_PUMICE FLAT,2014_714872_PUMICE FLAT,,,,
2014,PUMICE FLAT,AM,731450,714872,2014_714872_PUMICE FLAT,2014_731450_AM,,,,
2014,PUMICE FLAT,357 FIRE,731471,714872,2014_714872_PUMICE FLAT,2014_731471_357 FIRE,,,,
2014,PUMICE FLAT,WILLIAMS CRATER,732973,714872,2014_714872_PUMICE FLAT,2014_732973_WILLIAMS CRATER,,,,
2014,PUMICE FLAT,COPELAND CREEK,733006,714872,2014_714872_PUMICE FLAT,2014_733006_COPELAND CREEK,,,,
2014,PUMICE FLAT,BALD CRATER,733142,714872,2014_714872_PUMICE FLAT,2014_733142_BALD CRATER,,,,
2014,PUMICE FLAT,WHITE HORSE,733509,714872,2014_714872_PUMICE FLAT,2014_733509_WHITE HORSE,,,,
2014,PUMICE FLAT,CRATER PEAK,733562,714872,2014_714872_PUMICE FLAT,2014_733562_CRATER PEAK,,,,
2014,PUMICE FLAT,CRATER PEAK EAST,733567,714872,2014_714872_PUMICE FLAT,2014_733567_CRATER PEAK EAST,,,,
2014,PUMICE FLAT,SLOPE,746507,714872,2014_714872_PUMICE FLAT,2014_746507_SLOPE,,,,
2014,PUMICE FLAT,ARNICA,746856,714872,2014_714872_PUMICE FLAT,2014_746856_ARNICA,,,,
2014,PUMICE FLAT,ANNIE,752105,714872,2014_714872_PUMICE FLAT,2014_752105_ANNIE,,,,
2014,PUMICE FLAT,ROCK,752128,714872,2014_714872_PUMICE FLAT,2014_752128_ROCK,,,,
2014,PUMICE FLAT,PARK BOUNDRY,752131,714872,2014_714872_PUMICE FLAT,2014_752131_PARK BOUNDRY,,,,
2014,SAN DIEGO COMPLEX,SAN DIEGO COMPLEX,402977,402977,2014_402977_SAN DIEGO COMPLEX,2014_402977_SAN DIEGO COMPLEX,,,,
2014,SAN DIEGO COMPLEX,COCOS,403676,402977,2014_402977_SAN DIEGO COMPLEX,2014_403676_COCOS,,,,
2014,SAN DIEGO COMPLEX,HIGHWAY,403706,402977,2014_402977_SAN DIEGO COMPLEX,2014_403706_HIGHWAY,,,,
2014,SELWAY COMPLEX,ELEVATOR MOUNTAIN,800846,916738,2014_916738_SELWAY COMPLEX,2014_800846_ELEVATOR MOUNTAIN,,,,
2014,SELWAY COMPLEX,VANCE,803156,916738,2014_916738_SELWAY COMPLEX,2014_803156_VANCE,,,,
2014,SELWAY COMPLEX,JERUSALEM,808974,916738,2014_916738_SELWAY COMPLEX,2014_808974_JERUSALEM,,,,
2014,SELWAY COMPLEX,EAGLE CREEK,808990,916738,2014_916738_SELWAY COMPLEX,2014_808990_EAGLE CREEK,,,,
2014,SELWAY COMPLEX,NICK WYNN,883655,916738,2014_916738_SELWAY COMPLEX,2014_883655_NICK WYNN,,,,
2014,SELWAY COMPLEX,RAVEN CREEK,889495,916738,2014_916738_SELWAY COMPLEX,2014_889495_RAVEN CREEK,,,,
2014,SELWAY COMPLEX,SELWAY COMPLEX,916738,916738,2014_916738_SELWAY COMPLEX,2014_916738_SELWAY COMPLEX,,,,
2014,SIMPSON COMPLEX,LUCKY,669841,677341,2014_677341_SIMPSON COMPLEX,2014_669841_LUCKY,,,,
2014,SIMPSON COMPLEX,SIMPSON COMPLEX,677341,677341,2014_677341_SIMPSON COMPLEX,2014_677341_SIMPSON COMPLEX,,,,
2014,SIMPSON COMPLEX,SHEEP,677955,677341,2014_677341_SIMPSON COMPLEX,2014_677955_SHEEP,,,,
2014,SIMPSON COMPLEX,LION PEAK,678586,677341,2014_677341_SIMPSON COMPLEX,2014_678586_LION PEAK,,,,
2014,SIMPSON COMPLEX,FLATS,678902,677341,2014_677341_SIMPSON COMPLEX,2014_678902_FLATS,,,,
2014,SITGREAVES COMPLEX,DUCK,600337,683068,2014_683068_SITGREAVES COMPLEX,2014_600337_DUCK,,,,
2014,SITGREAVES COMPLEX,SITGREAVES,662546,683068,2014_683068_SITGREAVES COMPLEX,2014_662546_SITGREAVES,,,,
2014,SITGREAVES COMPLEX,SITGREAVES COMPLEX,683068,683068,2014_683068_SITGREAVES COMPLEX,2014_683068_SITGREAVES COMPLEX,,,,
2014,SOUTH FORK COMPLEX,0649 MURDERERS SOUTH,739396,750301,2014_750301_SOUTH FORK COMPLEX,2014_739396_0649 MURDERERS SOUTH,,,,
2014,SOUTH FORK COMPLEX,0654  BUCK FORK,741250,750301,2014_750301_SOUTH FORK COMPLEX,2014_741250_0654  BUCK FORK,,,,
2014,SOUTH FORK COMPLEX,SOUTH FORK COMPLEX,750301,750301,2014_750301_SOUTH FORK COMPLEX,2014_750301_SOUTH FORK COMPLEX,,,,
2014,SOUTH STEENS COMPLEX,BONE CREEK BASIN,991327,996875,2014_996875_SOUTH STEENS COMPLEX,2014_991327_BONE CREEK BASIN,,,,
2014,SOUTH STEENS COMPLEX,BLITZEN CROSSING,993789,996875,2014_996875_SOUTH STEENS COMPLEX,2014_993789_BLITZEN CROSSING,,,,
2014,SOUTH STEENS COMPLEX,SOUTH STEENS COMPLEX,996875,996875,2014_996875_SOUTH STEENS COMPLEX,2014_996875_SOUTH STEENS COMPLEX,,,,
2014,STALEY COMPLEX,STALEY COMPLEX,736449,736449,2014_736449_STALEY COMPLEX,2014_736449_STALEY COMPLEX,,,,
2014,STALEY COMPLEX,WIF 195,741583,736449,2014_736449_STALEY COMPLEX,2014_741583_WIF 195,,,,
2014,STALEY COMPLEX,202,751257,736449,2014_736449_STALEY COMPLEX,2014_751257_202,,,,
2014,STALEY COMPLEX,241 MF,802296,736449,2014_736449_STALEY COMPLEX,2014_802296_241 MF,,,,
2014,STALEY COMPLEX,283 MF,809471,736449,2014_736449_STALEY COMPLEX,2014_809471_283 MF,,,,
2014,STALEY COMPLEX,POOL CREEK,809472,736449,2014_736449_STALEY COMPLEX,2014_809472_POOL CREEK,,,,
2014,STALEY COMPLEX,265 MF,810996,736449,2014_736449_STALEY COMPLEX,2014_810996_265 MF,,,,
2014,STALEY COMPLEX,293 MF,814619,736449,2014_736449_STALEY COMPLEX,2014_814619_293 MF,,,,
2014,THOMPSON RIVER COMPLEX,SPRUCE 2,745406,751126,2014_751126_THOMPSON RIVER COMPLEX,2014_745406_SPRUCE 2,,,,
2014,THOMPSON RIVER COMPLEX,THOMPSON RIVER COMPLEX,751126,751126,2014_751126_THOMPSON RIVER COMPLEX,2014_751126_THOMPSON RIVER COMPLEX,,,,
2014,THOMPSON RIVER COMPLEX,KOOKOOSINT # 1,751229,751126,2014_751126_THOMPSON RIVER COMPLEX,2014_751229_KOOKOOSINT # 1,,,,
2014,THOMPSON RIVER COMPLEX,KOOKOOSINT # 2,751238,751126,2014_751126_THOMPSON RIVER COMPLEX,2014_751238_KOOKOOSINT # 2,,,,
2014,THOMPSON RIVER COMPLEX,SPRUCE CREEK,751239,751126,2014_751126_THOMPSON RIVER COMPLEX,2014_751239_SPRUCE CREEK,,,,
2014,THOMPSON RIVER COMPLEX,MARMOT PEAK,809217,751126,2014_751126_THOMPSON RIVER COMPLEX,2014_809217_MARMOT PEAK,,,,
2014,UPPER MICA COMPLEX,MIDNITE MICA,750841,751272,2014_751272_UPPER MICA COMPLEX,2014_750841_MIDNITE MICA,,,,
2014,UPPER MICA COMPLEX,UPPER MICA COMPLEX,751272,751272,2014_751272_UPPER MICA COMPLEX,2014_751272_UPPER MICA COMPLEX,,,,
2014,UPPER MICA COMPLEX,COD ONE,756632,751272,2014_751272_UPPER MICA COMPLEX,2014_756632_COD ONE,,,,
2014,UPPER MICA COMPLEX,COD TWO,765838,751272,2014_751272_UPPER MICA COMPLEX,2014_765838_COD TWO,,,,
2014,UPPER MICA COMPLEX,ENGSTROM,794111,751272,2014_751272_UPPER MICA COMPLEX,2014_794111_ENGSTROM,,,,
2014,WATERMAN COMPLEX,WATERMAN COMPLEX,635765,635765,2014_635765_WATERMAN COMPLEX,2014_635765_WATERMAN COMPLEX,,,,
2014,WATERMAN COMPLEX,JUNCTION SPRINGS INC 150,636902,635765,2014_635765_WATERMAN COMPLEX,2014_636902_JUNCTION SPRINGS INC 150,,,,
2014,WATERMAN COMPLEX,BAILEY BUTTE,637012,635765,2014_635765_WATERMAN COMPLEX,2014_637012_BAILEY BUTTE,,,,
2014,WATERMAN COMPLEX,INC #160,637013,635765,2014_635765_WATERMAN COMPLEX,2014_637013_INC #160,,,,
2014,WHISKEY COMPLEX,WASH,637393,639392,2014_639392_WHISKEY COMPLEX,2014_637393_WASH,,,,
2014,WHISKEY COMPLEX,CALDER,637398,639392,2014_639392_WHISKEY COMPLEX,2014_637398_CALDER,,,,
2014,WHISKEY COMPLEX,GRIMES,637400,639392,2014_639392_WHISKEY COMPLEX,2014_637400_GRIMES,,,,
2014,WHISKEY COMPLEX,WHISKEY COMPLEX,639392,639392,2014_639392_WHISKEY COMPLEX,2014_639392_WHISKEY COMPLEX,,,,
2014,WHISKEY COMPLEX,DODGE,639422,639392,2014_639392_WHISKEY COMPLEX,2014_639422_DODGE,,,,
2015,231,231,2805998,2805998,2015_2805998_231,2015_2805998_231,,,,
2015,231,LITTLE SPOKANE,2818084,2805998,2015_2805998_231,2015_2818084_LITTLE SPOKANE,,,,
2015,ANIAK COMPLEX,MISSION CREEK,2736929,2800235,2015_2800235_ANIAK COMPLEX,2015_2736929_MISSION CREEK,,,,
2015,ANIAK COMPLEX,NORTH ANIAK,2796506,2800235,2015_2800235_ANIAK COMPLEX,2015_2796506_NORTH ANIAK,,,,
2015,ANIAK COMPLEX,ANIAK COMPLEX,2800235,2800235,2015_2800235_ANIAK COMPLEX,2015_2800235_ANIAK COMPLEX,,,,
2015,ANIAK COMPLEX,OPHIR CREEK,2815263,2800235,2015_2800235_ANIAK COMPLEX,2015_2815263_OPHIR CREEK,,,,
2015,ANIAK COMPLEX,WHITEFISH LAKE 1,2841175,2800235,2015_2800235_ANIAK COMPLEX,2015_2841175_WHITEFISH LAKE 1,,,,
2015,ANIAK COMPLEX,BOGUS CREEK,2718233,2800235,2015_2800235_ANIAK COMPLEX,2015_2718233_BOGUS CREEK,,,,
2015,ANIAK COMPLEX,VILLAGE CREEK,2736045,2800235,2015_2800235_ANIAK COMPLEX,2015_2736045_VILLAGE CREEK,,,,
2015,ANIAK COMPLEX,KWETHLUK RIVER # 2,2768749,2800235,2015_2800235_ANIAK COMPLEX,2015_2768749_KWETHLUK RIVER # 2,,,,
2015,ANIAK COMPLEX,FOG RIVER,2820882,2800235,2015_2800235_ANIAK COMPLEX,2015_2820882_FOG RIVER,,,,
2015,AVERY COMPLEX,MARBLE CREEK,2861568,2902128,2015_2902128_AVERY COMPLEX,2015_2861568_MARBLE CREEK,,,,
2015,AVERY COMPLEX,CRATER,2870692,2902128,2015_2902128_AVERY COMPLEX,2015_2870692_CRATER,,,,
2015,AVERY COMPLEX,BREEZY,2889590,2902128,2015_2902128_AVERY COMPLEX,2015_2889590_BREEZY,,,,
2015,AVERY COMPLEX,AVERY COMPLEX,2902128,2902128,2015_2902128_AVERY COMPLEX,2015_2902128_AVERY COMPLEX,,,,
2015,AVERY COMPLEX,PRETTY,2903167,2902128,2015_2902128_AVERY COMPLEX,2015_2903167_PRETTY,,,,
2015,BAKER,BEAUTY,2736553,2794525,2015_2794525_BAKER,2015_2736553_BEAUTY,,,,
2015,BAKER,BAKER,2794525,2794525,2015_2794525_BAKER,2015_2794525_BAKER,,,,
2015,BATH COMPLEX,MINERS,2884427,2903244,2015_2903244_BATH COMPLEX,2015_2884427_MINERS,,,,
2015,BATH COMPLEX,SCOTT,2924799,2903244,2015_2903244_BATH COMPLEX,2015_2924799_SCOTT,,,,
2015,BATH COMPLEX,BATH COMPLEX,2903244,2903244,2015_2903244_BATH COMPLEX,2015_2903244_BATH COMPLEX,,,,
2015,BENDIRE COMPLEX,BULLY CREEK,2877149,2919855,2015_2919855_BENDIRE COMPLEX,2015_2877149_BULLY CREEK,,,,
2015,BENDIRE COMPLEX,POLE GULCH,2899826,2919855,2015_2919855_BENDIRE COMPLEX,2015_2899826_POLE GULCH,,,,
2015,BENDIRE COMPLEX,BENDIRE COMPLEX,2919855,2919855,2015_2919855_BENDIRE COMPLEX,2015_2919855_BENDIRE COMPLEX,,,,
2015,BROWN RANCH,HSD (PART OF THE BROWN RANCH COMPLEX),2881569,2900047,2015_2900047_BROWN RANCH,2015_2881569_HSD (PART OF THE BROWN RANCH COMPLEX),,,,
2015,BROWN RANCH,BROWN RANCH,2900047,2900047,2015_2900047_BROWN RANCH,2015_2900047_BROWN RANCH,,,,
2015,BUNKER HILL COMPLEX,BUNKER HILL COMPLEX,2803297,2803297,2015_2803297_BUNKER HILL COMPLEX,2015_2803297_BUNKER HILL COMPLEX,,,,
2015,BUNKER HILL COMPLEX,BUNKER HILL,2835594,2803297,2015_2803297_BUNKER HILL COMPLEX,2015_2835594_BUNKER HILL,,,,
2015,CANYON CREEK COMPLEX,306 JERRYS DRAW,2858186,2870956,2015_2870956_CANYON CREEK COMPLEX,2015_2858186_306 JERRYS DRAW,,,,
2015,CANYON CREEK COMPLEX,271 BERRY CREEK,2862836,2870956,2015_2870956_CANYON CREEK COMPLEX,2015_2862836_271 BERRY CREEK,,,,
2015,CANYON CREEK COMPLEX,270 MASON SPRING,2864210,2870956,2015_2870956_CANYON CREEK COMPLEX,2015_2864210_270 MASON SPRING,,,,
2015,CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,2870956,2870956,2015_2870956_CANYON CREEK COMPLEX,2015_2870956_CANYON CREEK COMPLEX,,,,
2015,CHELAN COMPLEX,REACH,2876454,2906716,2015_2906716_CHELAN COMPLEX,2015_2876454_REACH,,,,
2015,CHELAN COMPLEX,CAGLE,2880281,2906716,2015_2906716_CHELAN COMPLEX,2015_2880281_CAGLE,,,,
