FIRE_YEAR,ICS_COMPLEX_NAME,FIRE_NAME,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,CPLX_INCIDENT_ID,MEMBER_INCIDENT_ID,,,,
2017,MILLER COMPLEX,BEARWALLOW,7282190,7253911,2017_7253911_MILLER COMPLEX,2017_7282190_BEARWALLOW,,,,
2017,MILLER COMPLEX,BIGELOW,7282191,7253911,2017_7253911_MILLER COMPLEX,2017_7282191_BIGELOW,,,,
2017,MILLER COMPLEX,STICK ROCK,7319437,7253911,2017_7253911_MILLER COMPLEX,2017_7319437_STICK ROCK,,,,
2017,MILLER COMPLEX,CREEDENCE,7345751,7253911,2017_7253911_MILLER COMPLEX,2017_7345751_CREEDENCE,,,,
2017,MILLER COMPLEX,KINNEY,7345762,7253911,2017_7253911_MILLER COMPLEX,2017_7345762_KINNEY,,,,
2017,MILLER COMPLEX,COUGAR,7346196,7253911,2017_7253911_MILLER COMPLEX,2017_7346196_COUGAR,,,,
2017,MILLER COMPLEX,STEVE PEAK,7352874,7253911,2017_7253911_MILLER COMPLEX,2017_7352874_STEVE PEAK,,,,
2017,MILLER COMPLEX,STRICKLIN,7370680,7253911,2017_7253911_MILLER COMPLEX,2017_7370680_STRICKLIN,,,,
2017,MILLER COMPLEX,WHISKEY RIDGE,7377550,7253911,2017_7253911_MILLER COMPLEX,2017_7377550_WHISKEY RIDGE,,,,
2017,MILLER COMPLEX,COOK,7381951,7253911,2017_7253911_MILLER COMPLEX,2017_7381951_COOK,,,,
2017,MILLER COMPLEX,OVERVIEW,7401278,7253911,2017_7253911_MILLER COMPLEX,2017_7401278_OVERVIEW,,,,
2017,MILLER COMPLEX,GREEN VALLEY,7405907,7253911,2017_7253911_MILLER COMPLEX,2017_7405907_GREEN VALLEY,,,,
2017,MILLER COMPLEX,BORDER,7406812,7253911,2017_7253911_MILLER COMPLEX,2017_7406812_BORDER,,,,
2017,MILLER COMPLEX,FOSTER,7282184,7253911,2017_7253911_MILLER COMPLEX,2017_7282184_FOSTER,,,,
2017,MODOC JULY COMPLEX,RIMROCKVII,7178440,7238965,2017_7238965_MODOC JULY COMPLEX,2017_7178440_RIMROCKVII,,,,
2017,MODOC JULY COMPLEX,MUD,7203417,7238965,2017_7238965_MODOC JULY COMPLEX,2017_7203417_MUD,,,,
2017,MODOC JULY COMPLEX,MODOC JULY COMPLEX,7238965,7238965,2017_7238965_MODOC JULY COMPLEX,2017_7238965_MODOC JULY COMPLEX,,,,
2017,MODOC JULY COMPLEX,RIMROCK,7241431,7238965,2017_7238965_MODOC JULY COMPLEX,2017_7241431_RIMROCK,,,,
2017,NEU WIND COMPLEX,MCCOURTNEY,7211256,7211316,2017_7211316_NEU WIND COMPLEX,2017_7211256_MCCOURTNEY,,,,
2017,NEU WIND COMPLEX,LOBO,7211273,7211316,2017_7211316_NEU WIND COMPLEX,2017_7211273_LOBO,,,,
2017,NEU WIND COMPLEX,CASCADE,7211294,7211316,2017_7211316_NEU WIND COMPLEX,2017_7211294_CASCADE,,,,
2017,NEU WIND COMPLEX,NEU WIND COMPLEX,7211316,7211316,2017_7211316_NEU WIND COMPLEX,2017_7211316_NEU WIND COMPLEX,,,,
2017,NEU WIND COMPLEX,LA PORTE,7221953,7211316,2017_7211316_NEU WIND COMPLEX,2017_7221953_LA PORTE,,,,
2017,NW OKLAHOMA COMPLEX,OKS - STARBUCK,7145623,7155675,2017_7155675_NW OKLAHOMA COMPLEX,2017_7145623_OKS - STARBUCK,,,,
2017,NW OKLAHOMA COMPLEX,OKS - SELMAN,7145690,7155675,2017_7155675_NW OKLAHOMA COMPLEX,2017_7145690_OKS - SELMAN,,,,
2017,NW OKLAHOMA COMPLEX,NW OKLAHOMA COMPLEX,7155675,7155675,2017_7155675_NW OKLAHOMA COMPLEX,2017_7155675_NW OKLAHOMA COMPLEX,,,,
2017,NW OKLAHOMA COMPLEX,OKS - 283,7174900,7155675,2017_7155675_NW OKLAHOMA COMPLEX,2017_7174900_OKS - 283,,,,
2017,NW OKLAHOMA COMPLEX,OKS - BEAVER,7285432,7155675,2017_7155675_NW OKLAHOMA COMPLEX,2017_7285432_OKS - BEAVER,,,,
2017,OKC COMPLEX,OKC COMPLEX,7159088,7159088,2017_7159088_OKC COMPLEX,2017_7159088_OKC COMPLEX,,,,
2017,ONAQUI MOUNTAIN COMPLEX,ONAQUI MOUNTAIN COMPLEX,7359700,7359700,2017_7359700_ONAQUI MOUNTAIN COMPLEX,2017_7359700_ONAQUI MOUNTAIN COMPLEX,,,,
2017,ONAQUI MOUNTAIN COMPLEX,DAVIS,7173710,7359700,2017_7359700_ONAQUI MOUNTAIN COMPLEX,2017_7173710_DAVIS,,,,
2017,ONAQUI MOUNTAIN COMPLEX,LITTLE VALLEY,7281127,7359700,2017_7359700_ONAQUI MOUNTAIN COMPLEX,2017_7281127_LITTLE VALLEY,,,,
2017,ONAQUI MOUNTAIN COMPLEX,KNOLLS,7280503,7359700,2017_7359700_ONAQUI MOUNTAIN COMPLEX,2017_7280503_KNOLLS,,,,
2017,ORLEANS COMPLEX,DILLON,7169161,7382007,2017_7382007_ORLEANS COMPLEX,2017_7169161_DILLON,,,,
2017,ORLEANS COMPLEX,HOOLIGAN,7200180,7382007,2017_7382007_ORLEANS COMPLEX,2017_7200180_HOOLIGAN,,,,
2017,ORLEANS COMPLEX,ZULU 9,7200181,7382007,2017_7382007_ORLEANS COMPLEX,2017_7200181_ZULU 9,,,,
2017,ORLEANS COMPLEX,BURNEY,7319250,7382007,2017_7382007_ORLEANS COMPLEX,2017_7319250_BURNEY,,,,
2017,ORLEANS COMPLEX,ZULU 7,7348982,7382007,2017_7382007_ORLEANS COMPLEX,2017_7348982_ZULU 7,,,,
2017,ORLEANS COMPLEX,HAYPRESS,7349549,7382007,2017_7382007_ORLEANS COMPLEX,2017_7349549_HAYPRESS,,,,
2017,ORLEANS COMPLEX,BLUE,7354372,7382007,2017_7382007_ORLEANS COMPLEX,2017_7354372_BLUE,,,,
2017,ORLEANS COMPLEX,CHIMNEY,7354373,7382007,2017_7382007_ORLEANS COMPLEX,2017_7354373_CHIMNEY,,,,
2017,ORLEANS COMPLEX,FRANK,7360354,7382007,2017_7382007_ORLEANS COMPLEX,2017_7360354_FRANK,,,,
2017,ORLEANS COMPLEX,ALPHA 1,7370224,7382007,2017_7382007_ORLEANS COMPLEX,2017_7370224_ALPHA 1,,,,
2017,ORLEANS COMPLEX,AIKENS,7381020,7382007,2017_7382007_ORLEANS COMPLEX,2017_7381020_AIKENS,,,,
2017,ORLEANS COMPLEX,FORKS,7381963,7382007,2017_7382007_ORLEANS COMPLEX,2017_7381963_FORKS,,,,
2017,ORLEANS COMPLEX,LITTLE,7381965,7382007,2017_7382007_ORLEANS COMPLEX,2017_7381965_LITTLE,,,,
2017,ORLEANS COMPLEX,ELK,7381966,7382007,2017_7382007_ORLEANS COMPLEX,2017_7381966_ELK,,,,
2017,ORLEANS COMPLEX,UKONOM,7381967,7382007,2017_7382007_ORLEANS COMPLEX,2017_7381967_UKONOM,,,,
2017,ORLEANS COMPLEX,ORLEANS COMPLEX,7382007,7382007,2017_7382007_ORLEANS COMPLEX,2017_7382007_ORLEANS COMPLEX,,,,
2017,ORLEANS COMPLEX,DILL,7392502,7382007,2017_7382007_ORLEANS COMPLEX,2017_7392502_DILL,,,,
2017,ORLEANS COMPLEX,ZULU 1,7393546,7382007,2017_7382007_ORLEANS COMPLEX,2017_7393546_ZULU 1,,,,
2017,ORLEANS COMPLEX,ZULU 2,7393555,7382007,2017_7382007_ORLEANS COMPLEX,2017_7393555_ZULU 2,,,,
2017,ORLEANS COMPLEX,ZULU 3,7393556,7382007,2017_7382007_ORLEANS COMPLEX,2017_7393556_ZULU 3,,,,
2017,ORLEANS COMPLEX,ZULU 5,7401261,7382007,2017_7382007_ORLEANS COMPLEX,2017_7401261_ZULU 5,,,,
2017,ORLEANS COMPLEX,ZULU 6,7401262,7382007,2017_7382007_ORLEANS COMPLEX,2017_7401262_ZULU 6,,,,
2017,QUAIL COMPLEX,QUAIL COMPLEX,7159928,7159928,2017_7159928_QUAIL COMPLEX,2017_7159928_QUAIL COMPLEX,,,,
2017,RUTH COMPLEX,WILLIE,7372360,7372518,2017_7372518_RUTH COMPLEX,2017_7372360_WILLIE,,,,
2017,RUTH COMPLEX,SECRET,7372515,7372518,2017_7372518_RUTH COMPLEX,2017_7372515_SECRET,,,,
2017,RUTH COMPLEX,RUTH COMPLEX,7372518,7372518,2017_7372518_RUTH COMPLEX,2017_7372518_RUTH COMPLEX,,,,
2017,RUTH COMPLEX,DUTCHMAN,7393855,7372518,2017_7372518_RUTH COMPLEX,2017_7393855_DUTCHMAN,,,,
2017,SALMON AUGUST COMPLEX,BLAINE,7197304,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7197304_BLAINE,,,,
2017,SALMON AUGUST COMPLEX,ISLAND,7210506,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7210506_ISLAND,,,,
2017,SALMON AUGUST COMPLEX,DEEP,7219200,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7219200_DEEP,,,,
2017,SALMON AUGUST COMPLEX,RUSH,7246477,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7246477_RUSH,,,,
2017,SALMON AUGUST COMPLEX,CLAIRE,7249506,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7249506_CLAIRE,,,,
2017,SALMON AUGUST COMPLEX,FOURTH,7249517,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7249517_FOURTH,,,,
2017,SALMON AUGUST COMPLEX,WALLOW,7278086,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7278086_WALLOW,,,,
2017,SALMON AUGUST COMPLEX,POINTERS,7282069,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7282069_POINTERS,,,,
2017,SALMON AUGUST COMPLEX,GRIZZLY,7282070,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7282070_GRIZZLY,,,,
2017,SALMON AUGUST COMPLEX,MARY,7318197,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7318197_MARY,,,,
2017,SALMON AUGUST COMPLEX,BINGHAM,7331841,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7331841_BINGHAM,,,,
2017,SALMON AUGUST COMPLEX,GARDEN,7377511,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7377511_GARDEN,,,,
2017,SALMON AUGUST COMPLEX,SALMON AUGUST COMPLEX,7377619,7377619,2017_7377619_SALMON AUGUST COMPLEX,2017_7377619_SALMON AUGUST COMPLEX,,,,
2017,SAPPHIRE COMPLEX,CINNABAR 3,7226971,7228286,2017_7228286_SAPPHIRE COMPLEX,2017_7226971_CINNABAR 3,,,,
2017,SAPPHIRE COMPLEX,SAPPHIRE COMPLEX,7228286,7228286,2017_7228286_SAPPHIRE COMPLEX,2017_7228286_SAPPHIRE COMPLEX,,,,
2017,SAPPHIRE COMPLEX,GOAT CREEK,7253166,7228286,2017_7228286_SAPPHIRE COMPLEX,2017_7253166_GOAT CREEK,,,,
2017,SAPPHIRE COMPLEX,SLIDEROCK,7300563,7228286,2017_7228286_SAPPHIRE COMPLEX,2017_7300563_SLIDEROCK,,,,
2017,SAPPHIRE COMPLEX,LITTLE HOGBACK,7301677,7228286,2017_7228286_SAPPHIRE COMPLEX,2017_7301677_LITTLE HOGBACK,,,,
2017,SHEEP COMPLEX,BERNARD,7197288,7404917,2017_7404917_SHEEP COMPLEX,2017_7197288_BERNARD,,,,
2017,SHEEP COMPLEX,INDIAN RIDGE,7302678,7404917,2017_7404917_SHEEP COMPLEX,2017_7302678_INDIAN RIDGE,,,,
2017,SHEEP COMPLEX,DRY DIGGINS,7340524,7404917,2017_7404917_SHEEP COMPLEX,2017_7340524_DRY DIGGINS,,,,
2017,SHEEP COMPLEX,SHEEP COMPLEX,7404917,7404917,2017_7404917_SHEEP COMPLEX,2017_7404917_SHEEP COMPLEX,,,,
2017,SOUTHERN LNU COMPLEX,SOUTHERN LNU COMPLEX,7200218,7200218,2017_7200218_SOUTHERN LNU COMPLEX,2017_7200218_SOUTHERN LNU COMPLEX,,,,
2017,SOUTHERN LNU COMPLEX,ATLAS,7212083,7200218,2017_7200218_SOUTHERN LNU COMPLEX,2017_7212083_ATLAS,,,,
2017,SOUTHERN LNU COMPLEX,PARTRICK,7222199,7200218,2017_7200218_SOUTHERN LNU COMPLEX,2017_7222199_PARTRICK,,,,
2017,SOUTHERN LNU COMPLEX,NUNS,7293146,7200218,2017_7200218_SOUTHERN LNU COMPLEX,2017_7293146_NUNS,,,,
2017,SUMMIT COMPLEX,DOUGLAS,7299551,7328924,2017_7328924_SUMMIT COMPLEX,2017_7299551_DOUGLAS,,,,
2017,SUMMIT COMPLEX,SUMMIT COMPLEX,7328924,7328924,2017_7328924_SUMMIT COMPLEX,2017_7328924_SUMMIT COMPLEX,,,,
2017,SUMMIT COMPLEX,WILLOW,7329227,7328924,2017_7328924_SUMMIT COMPLEX,2017_7329227_WILLOW,,,,
2017,SUMMIT COMPLEX,BUMMERS,7331896,7328924,2017_7328924_SUMMIT COMPLEX,2017_7331896_BUMMERS,,,,
2017,SUMMIT COMPLEX,MCCORMICK,7388514,7328924,2017_7328924_SUMMIT COMPLEX,2017_7388514_MCCORMICK,,,,
2017,TONGUE RIVER COMPLEX,LEE CREEK,7140668,7375208,2017_7375208_TONGUE RIVER COMPLEX,2017_7140668_LEE CREEK,,,,
2017,TONGUE RIVER COMPLEX,TONGUE RIVER COMPLEX,7375208,7375208,2017_7375208_TONGUE RIVER COMPLEX,2017_7375208_TONGUE RIVER COMPLEX,,,,
2017,TONGUE RIVER COMPLEX,WITTEN,7186580,7375208,2017_7375208_TONGUE RIVER COMPLEX,2017_7186580_WITTEN,,,,
2017,TULLOCK COMPLEX,TULLOCK COMPLEX,7375651,7375651,2017_7375651_TULLOCK COMPLEX,2017_7375651_TULLOCK COMPLEX,,,,
2017,UMPQUA NORTH COMPLEX,DL OAK NOB,7343353,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7343353_DL OAK NOB,,,,
2017,UMPQUA NORTH COMPLEX,UMPQUA NORTH COMPLEX,7343355,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7343355_UMPQUA NORTH COMPLEX,,,,
2017,UMPQUA NORTH COMPLEX,NU FALL CREEK,7345583,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7345583_NU FALL CREEK,,,,
2017,UMPQUA NORTH COMPLEX,NU RAGGED,7345768,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7345768_NU RAGGED,,,,
2017,UMPQUA NORTH COMPLEX,NU  369,7346226,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7346226_NU  369,,,,
2017,UMPQUA NORTH COMPLEX,DL BROKENTOOTH,7346227,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7346227_DL BROKENTOOTH,,,,
2017,UMPQUA NORTH COMPLEX,NU CALF,7346228,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7346228_NU CALF,,,,
2017,UMPQUA NORTH COMPLEX,NU HAPPY DOG,7371563,7343355,2017_7343355_UMPQUA NORTH COMPLEX,2017_7371563_NU HAPPY DOG,,,,
2018,34 COMPLEX,34 COMPLEX,9085273,9085273,2018_9085273_34 COMPLEX,2018_9085273_34 COMPLEX,,,,
2018,AL PETTY COMPLEX,AL PETTY COMPLEX,9017377,9017377,2018_9017377_AL PETTY COMPLEX,2018_9017377_AL PETTY COMPLEX,,,,
2018,APACHE COMPLEX,SLIM,9021262,9028381,2018_9028381_APACHE COMPLEX,2018_9021262_SLIM,,,,
2018,APACHE COMPLEX,LANE,9021264,9028381,2018_9028381_APACHE COMPLEX,2018_9021264_LANE,,,,
2018,APACHE COMPLEX,APACHE COMPLEX,9028381,9028381,2018_9028381_APACHE COMPLEX,2018_9028381_APACHE COMPLEX,,,,
2018,APACHE COMPLEX,PONY,9028512,9028381,2018_9028381_APACHE COMPLEX,2018_9028512_PONY,,,,
2018,APACHE COMPLEX,DOG,9028513,9028381,2018_9028381_APACHE COMPLEX,2018_9028513_DOG,,,,
2018,APACHE COMPLEX,NBC WF,9040782,9028381,2018_9028381_APACHE COMPLEX,2018_9040782_NBC WF,,,,
2018,APACHE COMPLEX,WHISKEY,9069025,9028381,2018_9028381_APACHE COMPLEX,2018_9069025_WHISKEY,,,,
2018,APACHE COMPLEX,CHICK,9069026,9028381,2018_9028381_APACHE COMPLEX,2018_9069026_CHICK,,,,
2018,APACHE COMPLEX,BULL,9181376,9028381,2018_9028381_APACHE COMPLEX,2018_9181376_BULL,,,,
2018,APACHE COMPLEX,PW,9181377,9028381,2018_9028381_APACHE COMPLEX,2018_9181377_PW,,,,
2018,ARCHER CITY COMPLEX,COLEMAN,9057396,9058300,2018_9058300_ARCHER CITY COMPLEX,2018_9057396_COLEMAN,,,,
2018,ARCHER CITY COMPLEX,ARCHER #3,9058293,9058300,2018_9058300_ARCHER CITY COMPLEX,2018_9058293_ARCHER #3,,,,
2018,ARCHER CITY COMPLEX,ARCHER CITY COMPLEX,9058300,9058300,2018_9058300_ARCHER CITY COMPLEX,2018_9058300_ARCHER CITY COMPLEX,,,,
2018,ARCHER CITY COMPLEX,ARCHER #1,9074819,9058300,2018_9058300_ARCHER CITY COMPLEX,2018_9074819_ARCHER #1,,,,
2018,ARCHER CITY COMPLEX,ARCHER #2,9080294,9058300,2018_9058300_ARCHER CITY COMPLEX,2018_9080294_ARCHER #2,,,,
2018,ARCHER CITY COMPLEX,ARCHER #4,9160373,9058300,2018_9058300_ARCHER CITY COMPLEX,2018_9160373_ARCHER #4,,,,
2018,AVIAN COMPLEX,FLAMINGO,9013909,9013991,2018_9013991_AVIAN COMPLEX,2018_9013909_FLAMINGO,,,,
2018,AVIAN COMPLEX,AVIAN COMPLEX,9013991,9013991,2018_9013991_AVIAN COMPLEX,2018_9013991_AVIAN COMPLEX,,,,
2018,AVIAN COMPLEX,CARACARA,9019793,9013991,2018_9013991_AVIAN COMPLEX,2018_9019793_CARACARA,,,,
2018,AVIAN COMPLEX,BUZZARD,9065862,9013991,2018_9013991_AVIAN COMPLEX,2018_9065862_BUZZARD,,,,
2018,AVIAN COMPLEX,VULTURE,9066302,9013991,2018_9013991_AVIAN COMPLEX,2018_9066302_VULTURE,,,,
2018,AVIAN COMPLEX,CURLEW,9075033,9013991,2018_9013991_AVIAN COMPLEX,2018_9075033_CURLEW,,,,
2018,CHICKEN COMPLEX,CHICKEN COMPLEX,9044450,9044450,2018_9044450_CHICKEN COMPLEX,2018_9044450_CHICKEN COMPLEX,,,,
2018,CHICKEN COMPLEX,SPRING CHICKEN,9088281,9044450,2018_9044450_CHICKEN COMPLEX,2018_9088281_SPRING CHICKEN,,,,
2018,CHICKEN COMPLEX,OTHER CHICKEN,9088563,9044450,2018_9044450_CHICKEN COMPLEX,2018_9088563_OTHER CHICKEN,,,,
2018,CHICKEN COMPLEX,LITTLE CHICKEN,9088572,9044450,2018_9044450_CHICKEN COMPLEX,2018_9088572_LITTLE CHICKEN,,,,
2018,GARNER COMPLEX,GARNER COMPLEX,9147328,9147328,2018_9147328_GARNER COMPLEX,2018_9147328_GARNER COMPLEX,,,,
2018,KINZUA COMPLEX,176 LOST VALLEY,9151583,9253893,2018_9253893_KINZUA COMPLEX,2018_9151583_176 LOST VALLEY,,,,
2018,KINZUA COMPLEX,157 KINZUA,9252655,9253893,2018_9253893_KINZUA COMPLEX,2018_9252655_157 KINZUA,,,,
2018,KINZUA COMPLEX,158 RICKS CREEK,9252738,9253893,2018_9253893_KINZUA COMPLEX,2018_9252738_158 RICKS CREEK,,,,
2018,KINZUA COMPLEX,161 MCDONALD,9252823,9253893,2018_9253893_KINZUA COMPLEX,2018_9252823_161 MCDONALD,,,,
2018,KINZUA COMPLEX,172 OXHEAD,9253882,9253893,2018_9253893_KINZUA COMPLEX,2018_9253882_172 OXHEAD,,,,
2018,KINZUA COMPLEX,KINZUA COMPLEX,9253893,9253893,2018_9253893_KINZUA COMPLEX,2018_9253893_KINZUA COMPLEX,,,,
2018,KINZUA COMPLEX,165 RANCHERIA,9255283,9253893,2018_9253893_KINZUA COMPLEX,2018_9255283_165 RANCHERIA,,,,
2018,MENDOCINO COMPLEX,MENDOCINO COMPLEX,9241251,9241251,2018_9241251_MENDOCINO COMPLEX,2018_9241251_MENDOCINO COMPLEX,,,,
2018,MENDOCINO COMPLEX,RANCH,9257319,9241251,2018_9241251_MENDOCINO COMPLEX,2018_9257319_RANCH,,,,
2018,MENDOCINO COMPLEX,RIVER,9257999,9241251,2018_9241251_MENDOCINO COMPLEX,2018_9257999_RIVER,,,,
2018,MIRROR LAKE COMPLEX,MURDOCK,9040937,9271973,2018_9271973_MIRROR LAKE COMPLEX,2018_9040937_MURDOCK,,,,
2018,MIRROR LAKE COMPLEX,SLATE,9186109,9271973,2018_9271973_MIRROR LAKE COMPLEX,2018_9186109_SLATE,,,,
2018,MIRROR LAKE COMPLEX,MIRROR LAKE COMPLEX,9271973,9271973,2018_9271973_MIRROR LAKE COMPLEX,2018_9271973_MIRROR LAKE COMPLEX,,,,
2018,PENDLETON COMPLEX,VANDERGRIFT,9199352,9214925,2018_9214925_PENDLETON COMPLEX,2018_9199352_VANDERGRIFT,,,,
2018,PENDLETON COMPLEX,HORNO,9199353,9214925,2018_9214925_PENDLETON COMPLEX,2018_9199353_HORNO,,,,
2018,PENDLETON COMPLEX,PENDLETON COMPLEX,9214925,9214925,2018_9214925_PENDLETON COMPLEX,2018_9214925_PENDLETON COMPLEX,,,,
2018,SCENIC LOOP COMPLEX,SCENIC LOOP COMPLEX,9036099,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9036099_SCENIC LOOP COMPLEX,,,,
2018,SCENIC LOOP COMPLEX,JONES/PHILLIPS,9036404,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9036404_JONES/PHILLIPS,,,,
2018,SCENIC LOOP COMPLEX,LONG X 2,9036409,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9036409_LONG X 2,,,,
2018,SCENIC LOOP COMPLEX,48 TANK,9189577,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9189577_48 TANK,,,,
2018,SCENIC LOOP COMPLEX,BEAR MTN,9190414,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9190414_BEAR MTN,,,,
2018,SCENIC LOOP COMPLEX,WINDMILL,9215553,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9215553_WINDMILL,,,,
2018,SCENIC LOOP COMPLEX,BROOKS,9215761,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9215761_BROOKS,,,,
2018,SCENIC LOOP COMPLEX,RINCON,9248400,9036099,2018_9036099_SCENIC LOOP COMPLEX,2018_9248400_RINCON,,,,
2018,STERLING COMPLEX,HUCKLEBERRY,9110442,9115583,2018_9115583_STERLING COMPLEX,2018_9110442_HUCKLEBERRY,,,,
2018,STERLING COMPLEX,PINKHAM TOWER,9110443,9115583,2018_9115583_STERLING COMPLEX,2018_9110443_PINKHAM TOWER,,,,
2018,STERLING COMPLEX,STERLING COMPLEX,9115583,9115583,2018_9115583_STERLING COMPLEX,2018_9115583_STERLING COMPLEX,,,,
2018,WAGNER COMPLEX,WAGNER COMPLEX,9061859,9061859,2018_9061859_WAGNER COMPLEX,2018_9061859_WAGNER COMPLEX,,,,
2018,WHITE COMPLEX,WHITE COMPLEX,9033420,9033420,2018_9033420_WHITE COMPLEX,2018_9033420_WHITE COMPLEX,,,,
2018,WHITE COMPLEX,WHITE SOUTH,9198956,9033420,2018_9033420_WHITE COMPLEX,2018_9198956_WHITE SOUTH,,,,
2018,WHITE COMPLEX,WHITE NORTH,9215935,9033420,2018_9033420_WHITE COMPLEX,2018_9215935_WHITE NORTH,,,,
2018,WHITE COMPLEX,WHITE MIDDLE,9215936,9033420,2018_9033420_WHITE COMPLEX,2018_9215936_WHITE MIDDLE,,,,
2019,CHALKYITSIK COMPLEX,CHALKYITSIK COMPLEX,10715052,10715052,2019_10715052_CHALKYITSIK COMPLEX,2019_10715052_CHALKYITSIK COMPLEX,,,,
2019,CHALKYITSIK COMPLEX,TETJAJIK CREEK,10671079,10715052,2019_10715052_CHALKYITSIK COMPLEX,2019_10671079_TETTJAJIK CREEK,,,,In complexes
2019,CHALKYITSIK COMPLEX,FROZEN CALF,10679150,10715052,2019_10715052_CHALKYITSIK COMPLEX,2019_10679150_FROZEN CALF,,,,updated in fod join
2019,CHALKYITSIK COMPLEX,TRACTOR TRAIL 2,10735216,10715052,2019_10715052_CHALKYITSIK COMPLEX,2019_10735216_TRACTOR TRAIL 2,,,,doesn't exist in FOD
2019,CHALKYITSIK COMPLEX,SMALL TIMBER LAKE,10772351,10715052,2019_10715052_CHALKYITSIK COMPLEX,2019_10772351_SMALL TIMBER LAKE,,,,different in cpx_assoc tbl
2019,CHALKYITSIK COMPLEX,BEARNOSE HILL,10792619,10715052,2019_10715052_CHALKYITSIK COMPLEX,2019_10792619_BEARNOSE HILL,,,,FOD only
2019,CORNUCOPIA COMPLEX,CORNUCOPIA COMPLEX,10705329,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10705329_CORNUCOPIA COMPLEX,,,,sits found test but no inc record
2019,CORNUCOPIA COMPLEX,EAST FORK CHANDALAR,10709422,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10709422_EAST FORK CHANDALAR,,,,
2019,CORNUCOPIA COMPLEX,PITKA,10709488,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10709488_PITKA,,,,
2019,CORNUCOPIA COMPLEX,THAZZIK MOUNTAIN,10712772,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10712772_THAZZIK MOUNTAIN,,,,
2019,CORNUCOPIA COMPLEX,COAL RIVER,10713373,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10713373_COAL RIVER,,,,
2019,CORNUCOPIA COMPLEX,THE WOODSMAN,10713384,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10713384_THE WOODSMAN,,,,
2019,CORNUCOPIA COMPLEX,HADWEENZIC RIVER,10734243,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10734243_HADWEENZIC RIVER,,,,
2019,CORNUCOPIA COMPLEX,SIXTY ONE MOUNTAIN 1,10734906,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10734906_SIXTY-ONE MOUNTAIN 1,,,,
2019,CORNUCOPIA COMPLEX,CHANDALAR RIVER,10735288,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10735288_CHANDALAR RIVER,,,,
2019,CORNUCOPIA COMPLEX,TRAIL CREEK,10738162,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10738162_TRAIL CREEK,,,,
2019,CORNUCOPIA COMPLEX,TONY SLOUGH,10746600,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10746600_TONY SLOUGH,,,,
2019,CORNUCOPIA COMPLEX,SCHILLING CREEK,10787800,10705329,2019_10705329_CORNUCOPIA COMPLEX,2019_10787800_SCHILLING CREEK,,,,
2019,GRASSLANDS COMPLEX,GRASSLANDS COMPLEX,10733380,10733380,2019_10733380_GRASSLANDS COMPLEX,2019_10733380_GRASSLANDS COMPLEX,,,,
2019,GRASSLANDS COMPLEX,REGISTER SPRING,10733494,10733380,2019_10733380_GRASSLANDS COMPLEX,2019_10733494_REGISTER SPRING,,,,
2019,GRASSLANDS COMPLEX,J AND 13,10733380,10733380,2019_10733380_GRASSLANDS COMPLEX,2019_10733380_GRASSLANDS COMPLEX,,,,
