,CPLX_INCIDENT_ID,NUM_FOD_RECORDS,FIRE_YEAR,INCIDENT_NUMBER,COMPLEX_NAME,ICS_COMPLEX_NAME_LINK,FIRE_NAME_LINK,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,MEMBER_INCIDENT_ID,INCIDENT_ID
390,2004_WA-NES-464_HIGHLANDS COMPLEX,7.0,2004,WA-NES-464,HIGHLANDS COMPLEX,,,,,,
391,2004_WA-OWF-248_FREEZEOUT COMPLEX,58.0,2004,WA-OWF-248,FREEZEOUT COMPLEX,,,,,,
392,2004_WA-OWF-271_POT PEAK/SISI RIDGE COMPLEX,72.0,2004,WA-OWF-271,POT PEAK/SISI RIDGE COMPLEX,,,,,,
393,2004_WA-OWF-755_WILLIAMS BUTTE,14.0,2004,WA-OWF-755,WILLIAMS BUTTE,,,,,,
394,2005_0257_IRISH SPRINGS COMPLEX,4.0,2005,0257,IRISH SPRINGS COMPLEX,,,,,,
395,2005_AR-OUF-005116_BROKEN BOW SUMMER BUST 2005,10.0,2005,AR-OUF-005116,BROKEN BOW SUMMER BUST 2005,,,,,,
396,2005_AZ-ASD-B04S_TANK COMPLEX,9.0,2005,AZ-ASD-B04S,TANK COMPLEX,,,,,,
397,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,12.0,2005,AZ-ASD-BV4E,MT BANGS COMPLEX,,,,,,
398,2005_AZ-ASD-BWZ0_TWEEDY POINT,11.0,2005,AZ-ASD-BWZ0,TWEEDY POINT,,,,,,
399,2005_AZ-AZS-050848_SH RANCH COMPLEX,8.0,2005,AZ-AZS-050848,SH RANCH COMPLEX,,,,,,
400,2005_AZ-GCP-000052_DRAGON COMPLEX,26.0,2005,AZ-GCP-000052,DRAGON COMPLEX,,,,,,
401,2005_AZ-KNF-131_NORTH-SKINNER WFU,15.0,2005,AZ-KNF-131,NORTH-SKINNER WFU,,,,,,
402,2005_AZ-KNF-181_RIDGE COMPLEX,6.0,2005,AZ-KNF-181,RIDGE COMPLEX,,,,,,
403,2005_AZ-PHD-050535_PERKINS COMPLEX,6.0,2005,AZ-PHD-050535,PERKINS COMPLEX,,,,,,
404,2005_AZ-PHD-050657_SAND TANK COMPLEX,10.0,2005,AZ-PHD-050657,SAND TANK COMPLEX,,,,,,
405,2005_AZ-TNF-000137_EDGE COMPLEX,18.0,2005,AZ-TNF-000137,EDGE COMPLEX,,,,,,
406,2005_AZ-TNF-104/113_CAVE CREEK COMPLEX,19.0,2005,AZ-TNF-104/113,CAVE CREEK COMPLEX,,,,,,
407,2005_AZ-TNF-105_THREE FIRE COMPLEX,9.0,2005,AZ-TNF-105,THREE FIRE COMPLEX,,,,,,
408,2005_CA-INF-724_PINYON COMPLEX,28.0,2005,CA-INF-724,PINYON COMPLEX,,,,,,
409,2005_CA-KNP-0015_COMB COMPLEX,29.0,2005,CA-KNP-0015,COMB COMPLEX,,,,,,
410,2005_CA-MNP-6375_HACKBERRY COMPLEX,12.0,2005,CA-MNP-6375,HACKBERRY COMPLEX,,,,,,
411,2005_CA-YNP-2737_ECHO COMPLEX,2.0,2005,CA-YNP-2737,ECHO COMPLEX,,,,,,
412,2005_CA-YNP-4276_WAPAMA FIRE USE COMPLEX,16.0,2005,CA-YNP-4276,WAPAMA FIRE USE COMPLEX,,,,,,
413,2005_CO-PSF-875_CARRIZO COMPLEX,2.0,2005,CO-PSF-875,CARRIZO COMPLEX,,,,,,
414,2005_ID-CMS-430012_LONG RUGGLES,14.0,2005,ID-CMS-430012,LONG RUGGLES,,,,,,
415,2005_ID-CTF-000013_BIG DRY CANYON COMPLEX,10.0,2005,ID-CTF-000013,BIG DRY CANYON COMPLEX,,,,,,
416,2005_ID-CWF-050314_LONG BLACK COMPLEX,39.0,2005,ID-CWF-050314,LONG BLACK COMPLEX,,,,,,
417,2005_ID-CWF-050609_POWELL WFU COMPLEX,18.0,2005,ID-CWF-050609,POWELL WFU COMPLEX,,,,,,
418,2005_ID-FHA-000016_FORT HALL COMPLEX,14.0,2005,ID-FHA-000016,FORT HALL COMPLEX,,,,,,
419,2005_ID-NPF-000011_ELK COMPLEX WFU,4.0,2005,ID-NPF-000011,ELK COMPLEX WFU,,,,,,
420,2005_ID-NPF-000096_RUNNING COMPLEX,7.0,2005,ID-NPF-000096,RUNNING COMPLEX,,,,,,
421,2005_ID-NPF-170097_CLEAR RED COMPLEX,32.0,2005,ID-NPF-170097,CLEAR RED COMPLEX,,,,,,
422,2005_ID-NPF-170105_RED RIVER  COMPLEX,19.0,2005,ID-NPF-170105,RED RIVER  COMPLEX,,,,,,
423,2005_ID-PAF-005045_FRANK CHURCH,37.0,2005,ID-PAF-005045,FRANK CHURCH,,,,,,
424,2005_ID-SCF-000003_CADAGAN COMPLEX,12.0,2005,ID-SCF-000003,CADAGAN COMPLEX,,,,,,
425,2005_MD-MDS-05-4012_SAVANNA LAKE COMPLEX,2.0,2005,MD-MDS-05-4012,SAVANNA LAKE COMPLEX,,,,,,
426,2005_MO-MOS-000140_SHARP COMPLEX,1.0,2005,MO-MOS-000140,SHARP COMPLEX,,,,,,
427,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,34.0,2005,MT-BRF-000135,SELWAY-SALMON WFU COMPLEX,,,,,,
428,2005_MT-BRF-005069_ROCKIN,39.0,2005,MT-BRF-005069,ROCKIN,,,,,,
429,2005_MT-LNF-165_I-90,16.0,2005,MT-LNF-165,I-90,,,,,,
430,2005_NM-CAF-000394_PINE CANYON COMPLEX,7.0,2005,NM-CAF-000394,PINE CANYON COMPLEX,,,,,,
431,2005_NM-GNF-021_NORTH GILA COMPLEX,42.0,2005,NM-GNF-021,NORTH GILA COMPLEX,,,,,,
432,2005_NM-GNF-200514_BLACK RANGE COMPLEX WFU,69.0,2005,NM-GNF-200514,BLACK RANGE COMPLEX WFU,,,,,,
433,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,33.0,2005,NV-LVD-000042,SOUTHERN NEVADA COMPLEX,,,,,,
434,2005_NV-NNS-000645_WILSON COMPLEX,6.0,2005,NV-NNS-000645,WILSON COMPLEX,,,,,,
435,2005_OK-OKS-40022_VELMA COMPLEX,8.0,2005,OK-OKS-40022,VELMA COMPLEX,,,,,,
436,2005_OR-BUD-2178_EGYPT WELLS COMPLEX,4.0,2005,OR-BUD-2178,EGYPT WELLS COMPLEX,,,,,,
437,2005_OR-LAD-000173_BENJAMIN COMPLEX,4.0,2005,OR-LAD-000173,BENJAMIN COMPLEX,,,,,,
438,2005_OR-WWF-317_TRYON COMPLEX,16.0,2005,OR-WWF-317,TRYON COMPLEX,,,,,,
439,2005_OR-WWF-923_BURNT RIVER COMPLEX,14.0,2005,OR-WWF-923,BURNT RIVER COMPLEX,,,,,,
440,2005_OR-WWF-925_GRANITE COMPLEX,31.0,2005,OR-WWF-925,GRANITE COMPLEX,,,,,,
441,2005_P6-B1KB-_BLOSSOM COMPLEX,36.0,2005,P6-B1KB-,BLOSSOM COMPLEX,,,,,,
442,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,8.0,2005,SD-BKF-050603,SOUTH SUNDANCE COMPLEX,,,,,,
443,2005_SD-SDS-050558_PENNINGTON COUNTY COMPLEX,2.0,2005,SD-SDS-050558,PENNINGTON COUNTY COMPLEX,,,,,,
444,2005_TX-TXS-000016_EDWARDS COMPLEX,2.0,2005,TX-TXS-000016,EDWARDS COMPLEX,,,,,,
445,2005_TX-TXS-000028_730 COMPLEX,3.0,2005,TX-TXS-000028,730 COMPLEX,,,,,,
446,2005_UT-CCD-000015_WESTSIDE COMPLEX,8.0,2005,UT-CCD-000015,WESTSIDE COMPLEX,,,,,,
447,2005_UT-CCD-000017_DIAMOND COMPLEX,9.0,2005,UT-CCD-000017,DIAMOND COMPLEX,,,,,,
448,2005_UT-CCD-000453_SUNRISE COMPLEX,8.0,2005,UT-CCD-000453,SUNRISE COMPLEX,,,,,,
449,2005_UT-CCD-B0J4_DAMMERON COMPLEX,25.0,2005,UT-CCD-B0J4,DAMMERON COMPLEX,,,,,,
450,2005_WI-WIS-62-06-6465_EMMONS COMPLEX,2.0,2005,WI-WIS-62-06-6465,EMMONS COMPLEX,,,,,,
451,2006_00276_MILLER COMPLEX,11.0,2006,00276,MILLER COMPLEX,,,,,,
452,2006_AZ-ASD-060381_BIRTHDAY,5.0,2006,AZ-ASD-060381,BIRTHDAY,,,,,,
453,2006_AZ-ASD-060631_KILN COMPLEX,7.0,2006,AZ-ASD-060631,KILN COMPLEX,,,,,,
454,2006_AZ-ASD-060892_POCKET COMPLEX,8.0,2006,AZ-ASD-060892,POCKET COMPLEX,,,,,,
455,2006_AZ-ASD-061151_SNAKE COMPLEX,10.0,2006,AZ-ASD-061151,SNAKE COMPLEX,,,,,,
456,2006_AZ-ASF-060252_POTATO COMPLEX,16.0,2006,AZ-ASF-060252,POTATO COMPLEX,,,,,,
457,2006_AZ-PHD-06-823_BLACK MOUNTAIN COMPLEX,8.0,2006,AZ-PHD-06-823,BLACK MOUNTAIN COMPLEX,,,,,,
458,2006_AZ-PHD-2006-1096_WHITE HILLS COMPLEX,13.0,2006,AZ-PHD-2006-1096,WHITE HILLS COMPLEX,,,,,,
459,2006_AZ-PNF-000387_TIGER - ROCK,8.0,2006,AZ-PNF-000387,TIGER - ROCK,,,,,,
460,2006_CA-BDF-6773_HEART-MILLARD FIRE,77.0,2006,CA-BDF-6773,HEART-MILLARD FIRE,,,,,,
461,2006_CA-DVP-7311_CALICO,5.0,2006,CA-DVP-7311,CALICO,,,,,,
462,2006_CA-DVP-7371_BULLFROG,3.0,2006,CA-DVP-7371,BULLFROG,,,,,,
463,2006_CA-FKU-06715_AUBERRY COMPLEX,4.0,2006,CA-FKU-06715,AUBERRY COMPLEX,,,,,,
464,2006_CA-JTP-6422_GEO,4.0,2006,CA-JTP-6422,GEO,,,,,,
465,2006_CA-JTP-6692_PUSHWALLA COMPLEX,5.0,2006,CA-JTP-6692,PUSHWALLA COMPLEX,,,,,,
466,2006_CA-JTP-7124_COVINGTON,4.0,2006,CA-JTP-7124,COVINGTON,,,,,,
467,2006_CA-JTP-7125_WHISPERING PINES,10.0,2006,CA-JTP-7125,WHISPERING PINES,,,,,,
468,2006_CA-KNF-002988_CARIBOU COMPLEX WFU,13.0,2006,CA-KNF-002988,CARIBOU COMPLEX WFU,,,,,,
469,2006_CA-KNF-003497_UNCLES COMPLEX,141.0,2006,CA-KNF-003497,UNCLES COMPLEX,,,,,,
470,2006_CA-KNF-3536_HAPPY CAMP,93.0,2006,CA-KNF-3536,HAPPY CAMP,,,,,,
471,2006_CA-LPF-001113_PERKINS COMPLEX,25.0,2006,CA-LPF-001113,PERKINS COMPLEX,,,,,,
472,2006_CA-LPF-001450_SCOTT,3.0,2006,CA-LPF-001450,SCOTT,,,,,,
473,2006_CA-LPF-1442_SAN RAFAEL COMPLEX-BALD,18.0,2006,CA-LPF-1442,SAN RAFAEL COMPLEX-BALD,,,,,,
474,2006_CA-LPF-1475_MT PINOS LIGHTNING COMPLEX,27.0,2006,CA-LPF-1475,MT PINOS LIGHTNING COMPLEX,,,,,,
475,2006_CA-MDF-000242_HAPPY /MILLER COMPLEX,15.0,2006,CA-MDF-000242,HAPPY /MILLER COMPLEX,,,,,,
476,2006_CA-MNF-705_YOLLA BOLLY COMPLEX - WFU,33.0,2006,CA-MNF-705,YOLLA BOLLY COMPLEX - WFU,,,,,,
477,2006_CA-MNF-897_KINGSLEY COMPLEX,31.0,2006,CA-MNF-897,KINGSLEY COMPLEX,,,,,,
478,2006_CA-MNP-7106_TUFFNUT COMPLEX,12.0,2006,CA-MNP-7106,TUFFNUT COMPLEX,,,,,,
479,2006_CA-NOD-2330_OBSERVATION COMPLEX,10.0,2006,CA-NOD-2330,OBSERVATION COMPLEX,,,,,,
480,2006_CA-PNF-371_BOULDER COMPLEX,20.0,2006,CA-PNF-371,BOULDER COMPLEX,,,,,,
481,2006_CA-RRU-62919_COYOTE COMPLEX,10.0,2006,CA-RRU-62919,COYOTE COMPLEX,,,,,,
482,2006_CA-SHF-001693_BAR COMPLEX,178.0,2006,CA-SHF-001693,BAR COMPLEX,,,,,,
483,2006_CA-SHF-1658_SHF LIGHTNING COMPLEX,16.0,2006,CA-SHF-1658,SHF LIGHTNING COMPLEX,,,,,,
484,2006_CA-SQF-2511_BRODER/BECK,42.0,2006,CA-SQF-2511,BRODER/BECK,,,,,,
485,2006_CA-SRF-997_ORLEANS COMPLEX,73.0,2006,CA-SRF-997,ORLEANS COMPLEX,,,,,,
486,2006_CA-YNP-2538_FROG COMPLEX,47.0,2006,CA-YNP-2538,FROG COMPLEX,,,,,,
487,2006_CA-YNP-3504_MIDDLE T,19.0,2006,CA-YNP-3504,MIDDLE T,,,,,,
488,2006_GA-BLR-000001_SAVANNAH COASTAL  COMPLEX,35.0,2006,GA-BLR-000001,SAVANNAH COASTAL  COMPLEX,,,,,,
489,2006_ID-BOF-000183_RATTLESNAKE COMPLEX,42.0,2006,ID-BOF-000183,RATTLESNAKE COMPLEX,,,,,,
490,2006_ID-CWF-200604_POT MOUNTAIN WFU COMPLEX,33.0,2006,ID-CWF-200604,POT MOUNTAIN WFU COMPLEX,,,,,,
491,2006_ID-CWF-200607_POWELL WFU COMPLEX,10.0,2006,ID-CWF-200607,POWELL WFU COMPLEX,,,,,,
492,2006_ID-IPF-001054_REVETT COMPLEX,8.0,2006,ID-IPF-001054,REVETT COMPLEX,,,,,,
493,2006_ID-IPF-008027_HUGHES 32 COMPLEX,28.0,2006,ID-IPF-008027,HUGHES 32 COMPLEX,,,,,,
494,2006_ID-NPF-200615_BASTON-COOK COMPLEX,15.0,2006,ID-NPF-200615,BASTON-COOK COMPLEX,,,,,,
495,2006_ID-NPF-200618_HEAVENS GATE COMPLEX,29.0,2006,ID-NPF-200618,HEAVENS GATE COMPLEX,,,,,,
496,2006_ID-PAF-006037_PAYETTE WFU COMPLEX,96.0,2006,ID-PAF-006037,PAYETTE WFU COMPLEX,,,,,,
497,2006_ID-PAF-006068_SOUTH FORK COMPLEX,50.0,2006,ID-PAF-006068,SOUTH FORK COMPLEX,,,,,,
498,2006_ID-PAF-006169_CUDDY COMPLEX,9.0,2006,ID-PAF-006169,CUDDY COMPLEX,,,,,,
499,2006_ID-SCF-006336_BOUNDARY COMPLEX,62.0,2006,ID-SCF-006336,BOUNDARY COMPLEX,,,,,,
500,2006_ID-SCF-6004_MIDDLE FORK COMPLEX,46.0,2006,ID-SCF-6004,MIDDLE FORK COMPLEX,,,,,,
501,2006_ID-SWS-4033_OLA COMPLEX,7.0,2006,ID-SWS-4033,OLA COMPLEX,,,,,,
502,2006_KS-KSX-000240_SLEEPY HOLLOW COMPLEX,1.0,2006,KS-KSX-000240,SLEEPY HOLLOW COMPLEX,,,,,,
503,2006_KY-KYS-06-2011_KY RIVER DISTRICT COMPLEX,5.0,2006,KY-KYS-06-2011,KY RIVER DISTRICT COMPLEX,,,,,,
504,2006_KY-KYS-06-3006_SOUTHEASTERN DISTRICT COMPLEX,5.0,2006,KY-KYS-06-3006,SOUTHEASTERN DISTRICT COMPLEX,,,,,,
505,2006_KY-KYS-06-9007_EASTERN DISTRICT COMPLEX,5.0,2006,KY-KYS-06-9007,EASTERN DISTRICT COMPLEX,,,,,,
506,2006_MN-SUF-060413_SUF-EAST ZONE COMPLEX,17.0,2006,MN-SUF-060413,SUF-EAST ZONE COMPLEX,,,,,,
507,2006_MO-MOS-0014_PRAIRIE HOLLOW COMPLEX,1.0,2006,MO-MOS-0014,PRAIRIE HOLLOW COMPLEX,,,,,,
508,2006_MT-CMR-000007_FLAT TIRE COMPLEX,8.0,2006,MT-CMR-000007,FLAT TIRE COMPLEX,,,,,,
509,2006_MT-EAS-003_HORTON - HAY,11.0,2006,MT-EAS-003,HORTON - HAY,,,,,,
510,2006_MT-GNF-055_PARADISE VALLEY COMPLEX,75.0,2006,MT-GNF-055,PARADISE VALLEY COMPLEX,,,,,,
511,2006_MT-KNF-000233_ROSS COMPLEX,10.0,2006,MT-KNF-000233,ROSS COMPLEX,,,,,,
512,2006_MT-LCF-000052_RIVAL NANNY COMPLEX,16.0,2006,MT-LCF-000052,RIVAL NANNY COMPLEX,,,,,,
513,2006_MT-MCD-063_WATT DRAW,10.0,2006,MT-MCD-063,WATT DRAW,,,,,,
514,2006_MT-MCD-071_BLACK PULASKI COMPLEX,10.0,2006,MT-MCD-071,BLACK PULASKI COMPLEX,,,,,,
515,2006_MT-SOS-000006_PARK CITY COMPLEX,8.0,2006,MT-SOS-000006,PARK CITY COMPLEX,,,,,,
516,2006_MT-SOS-00009_PINE RIDGE COMPLEX,10.0,2006,MT-SOS-00009,PINE RIDGE COMPLEX,,,,,,
517,2006_ND-SRA-060644_STANDING ROCK COMPLEX,4.0,2006,ND-SRA-060644,STANDING ROCK COMPLEX,,,,,,
518,2006_ND-SRA-060763_LIGHTNING COMPLEX,4.0,2006,ND-SRA-060763,LIGHTNING COMPLEX,,,,,,
519,2006_NE-NBF-060758_DAWES COUNTY COMPLEX,11.0,2006,NE-NBF-060758,DAWES COUNTY COMPLEX,,,,,,
520,2006_NE-NES-060762_SIOUX COUNTY COMPLEX,12.0,2006,NE-NES-060762,SIOUX COUNTY COMPLEX,,,,,,
521,2006_NM-GNF-000612_RESERVE COMPLEX,28.0,2006,NM-GNF-000612,RESERVE COMPLEX,,,,,,
522,2006_NM-N2S-108_GLADSTONE COMPLEX,3.0,2006,NM-N2S-108,GLADSTONE COMPLEX,,,,,,
523,2006_NM-N4S-0000237_HARDING COMPLEX,2.0,2006,NM-N4S-0000237,HARDING COMPLEX,,,,,,
524,2006_NV-BMD-2006-2198_IOWA COMPLEX,8.0,2006,NV-BMD-2006-2198,IOWA COMPLEX,,,,,,
525,2006_NV-BMD-2076_BEATTY COMPLEX,9.0,2006,NV-BMD-2076,BEATTY COMPLEX,,,,,,
526,2006_NV-CCD-001160_SIERRA TAHOE COMPLEX,17.0,2006,NV-CCD-001160,SIERRA TAHOE COMPLEX,,,,,,
527,2006_NV-DSR-00037_GASS COMPLEX,8.0,2006,NV-DSR-00037,GASS COMPLEX,,,,,,
528,2006_NV-EKD-000910_BASCO,12.0,2006,NV-EKD-000910,BASCO,,,,,,
529,2006_NV-EKD-001074_CHARLESTON COMPLEX,25.0,2006,NV-EKD-001074,CHARLESTON COMPLEX,,,,,,
530,2006_NV-EKD-001189_HAY-WELL,5.0,2006,NV-EKD-001189,HAY-WELL,,,,,,
531,2006_NV-ELD-000109_LINCOLN CO. COMPLEX,7.0,2006,NV-ELD-000109,LINCOLN CO. COMPLEX,,,,,,
532,2006_NV-ELD-000284_HAMBLY COMPLEX,19.0,2006,NV-ELD-000284,HAMBLY COMPLEX,,,,,,
533,2006_NV-HTF-1111_FAY-LUTHER,3.0,2006,NV-HTF-1111,FAY-LUTHER,,,,,,
534,2006_NV-LVD-000071_VIRGIN GOLD COMPLEX,3.0,2006,NV-LVD-000071,VIRGIN GOLD COMPLEX,,,,,,
535,2006_NV-NNS-000921_TAYLOR,11.0,2006,NV-NNS-000921,TAYLOR,,,,,,
536,2006_NV-WID-2361_PAIUTE CANYON COMPLEX,2.0,2006,NV-WID-2361,PAIUTE CANYON COMPLEX,,,,,,
537,2006_OK-OKS-06-60004_CASHION COMPLEX,4.0,2006,OK-OKS-06-60004,CASHION COMPLEX,,,,,,
538,2006_OR-95S-2027_TWO CABIN COMPLEX,5.0,2006,OR-95S-2027,TWO CABIN COMPLEX,,,,,,
539,2006_OR-BUD-2494_DIVISION C COMPLEX,3.0,2006,OR-BUD-2494,DIVISION C COMPLEX,,,,,,
540,2006_OR-BUD-2500_SOUTH END COMPLEX,10.0,2006,OR-BUD-2500,SOUTH END COMPLEX,,,,,,
541,2006_OR-BUD-2517_DIVISION B COMPLEX,2.0,2006,OR-BUD-2517,DIVISION B COMPLEX,,,,,,
542,2006_OR-CLP-060004_BYBEE COMPLEX,45.0,2006,OR-CLP-060004,BYBEE COMPLEX,,,,,,
543,2006_OR-DEF-0668_CASCADE CREST COMPLEX,62.0,2006,OR-DEF-0668,CASCADE CREST COMPLEX,,,,,,
544,2006_OR-MAF-442_SHAKE TABLE COMPLEX,31.0,2006,OR-MAF-442,SHAKE TABLE COMPLEX,,,,,,
545,2006_OR-MHF-140_MT. HOOD COMPLEX,37.0,2006,OR-MHF-140,MT. HOOD COMPLEX,,,,,,
546,2006_OR-UMF-000411_COLUMBIA COMPLEX,46.0,2006,OR-UMF-000411,COLUMBIA COMPLEX,,,,,,
547,2006_OR-UPF-000347_HERMAN COMPLEX,7.0,2006,OR-UPF-000347,HERMAN COMPLEX,,,,,,
548,2006_OR-VAD-190_IRISH SPRINGS COMPLEX,8.0,2006,OR-VAD-190,IRISH SPRINGS COMPLEX,,,,,,
549,2006_OR-VAD-207_HOLE IN THE GROUND COMPLEX,5.0,2006,OR-VAD-207,HOLE IN THE GROUND COMPLEX,,,,,,
550,2006_OR-VAD-252_LOOKOUT MOUNTAIN COMPLEX,8.0,2006,OR-VAD-252,LOOKOUT MOUNTAIN COMPLEX,,,,,,
551,2006_OR-WWF-394_FOSTER GULCH COMPLEX,22.0,2006,OR-WWF-394,FOSTER GULCH COMPLEX,,,,,,
552,2006_OR-WWF-731_TWIN ELK COMPLEX,38.0,2006,OR-WWF-731,TWIN ELK COMPLEX,,,,,,
553,2006_SD-BKF-0601_GRIZZLY GULCH COMPLEX,3.0,2006,SD-BKF-0601,GRIZZLY GULCH COMPLEX,,,,,,
554,2006_SD-CRA-060764_MOREAU RIVER COMPLEX,8.0,2006,SD-CRA-060764,MOREAU RIVER COMPLEX,,,,,,
555,2006_SD-CRA-060812_BULL CREEK COMPLEX,6.0,2006,SD-CRA-060812,BULL CREEK COMPLEX,,,,,,
556,2006_SD-SDS-060631_FT. PIERRE CPX,2.0,2006,SD-SDS-060631,FT. PIERRE CPX,,,,,,
557,2006_SD-SDS-060918_HELLS ACRE COMPLEX,6.0,2006,SD-SDS-060918,HELLS ACRE COMPLEX,,,,,,
558,2006_TN-CNF-000021_CHEROKEE SOUTH COMPLEX,5.0,2006,TN-CNF-000021,CHEROKEE SOUTH COMPLEX,,,,,,
559,2006_TX-RGR-CVM2_BOCA CHICA COMPLEX,3.0,2006,TX-RGR-CVM2,BOCA CHICA COMPLEX,,,,,,
560,2006_TX-TX-066095_ST. FRANCIS COMPLEX,2.0,2006,TX-TX-066095,ST. FRANCIS COMPLEX,,,,,,
561,2006_TX-TXS-066032_VENUS COMPLEX,2.0,2006,TX-TXS-066032,VENUS COMPLEX,,,,,,
562,2006_TX-TXS-066043_GUNSIGHT COMPLEX,3.0,2006,TX-TXS-066043,GUNSIGHT COMPLEX,,,,,,
563,2006_TX-TXS-066065_IVANHOE COMPLEX,3.0,2006,TX-TXS-066065,IVANHOE COMPLEX,,,,,,
564,2006_TX-TXS-066070_ATASCOSA COMPLEX,3.0,2006,TX-TXS-066070,ATASCOSA COMPLEX,,,,,,
565,2006_TX-TXS-066077_EAST AMARILLO COMPLEX,7.0,2006,TX-TXS-066077,EAST AMARILLO COMPLEX,,,,,,
566,2006_TX-TXS-066136_HWY 54 COMPLEX,3.0,2006,TX-TXS-066136,HWY 54 COMPLEX,,,,,,
567,2006_TX-TXS-066137_ROCKER B COMPLEX,3.0,2006,TX-TXS-066137,ROCKER B COMPLEX,,,,,,
568,2006_TX-TXS-066138_GLASS MOUNTAIN COMPLEX,12.0,2006,TX-TXS-066138,GLASS MOUNTAIN COMPLEX,,,,,,
569,2006_TX-TXS-066156_SPIKE BOX RANCH COMPLEX,10.0,2006,TX-TXS-066156,SPIKE BOX RANCH COMPLEX,,,,,,
570,2006_TX-TXS-066166_MUNSON ROAD COMPLEX,5.0,2006,TX-TXS-066166,MUNSON ROAD COMPLEX,,,,,,
571,2006_TX-TXS-066167_JOLLY COMPLEX,5.0,2006,TX-TXS-066167,JOLLY COMPLEX,,,,,,
572,2006_TX-TXS-066174_PEACOCK COMPLEX,6.0,2006,TX-TXS-066174,PEACOCK COMPLEX,,,,,,
573,2006_TX-TXS-066205_CADDO II COMPLEX,25.0,2006,TX-TXS-066205,CADDO II COMPLEX,,,,,,
574,2006_TX-TXS-067003_SHADY GROVE COMPLEX,3.0,2006,TX-TXS-067003,SHADY GROVE COMPLEX,,,,,,
575,2006_UT-CCD-060905_REILLY COMPLEX,9.0,2006,UT-CCD-060905,REILLY COMPLEX,,,,,,
576,2006_UT-CCD-600322_BULL COMPLEX,10.0,2006,UT-CCD-600322,BULL COMPLEX,,,,,,
577,2006_UT-RID-000394_INTERCHANGE,4.0,2006,UT-RID-000394,INTERCHANGE,,,,,,
578,2006_VA-VAF-070013_PEAVINE COMPLEX,6.0,2006,VA-VAF-070013,PEAVINE COMPLEX,,,,,,
579,2006_WA-OWF-398_TRIPOD COMPLEX,100.0,2006,WA-OWF-398,TRIPOD COMPLEX,,,,,,
580,2006_WA-OWF-550_TATOOSH COMPLEX,43.0,2006,WA-OWF-550,TATOOSH COMPLEX,,,,,,
581,2006_WA-SPS-062_CARBON COPY COMPLEX,29.0,2006,WA-SPS-062,CARBON COPY COMPLEX,,,,,,
582,2006_WA-YAA-098_JUNGLE BUTTE COMPLEX,8.0,2006,WA-YAA-098,JUNGLE BUTTE COMPLEX,,,,,,
583,2006_WY-CAD-177_TWENTY MILE,10.0,2006,WY-CAD-177,TWENTY MILE,,,,,,
584,2006_WY-CRX-060609_THORN DIVIDE COMPLEX,9.0,2006,WY-CRX-060609,THORN DIVIDE COMPLEX,,,,,,
585,2006_WY-SH1X-204_BUFFALO CREEK COMPLEX,6.0,2006,WY-SH1X-204,BUFFALO CREEK COMPLEX,,,,,,
586,2007_AL-ALS-20070811-01_ELLIS COMPLEX,1.0,2007,AL-ALS-20070811-01,ELLIS COMPLEX,,,,,,
587,2007_CA-INF784_INYO COMPLEX,16.0,2007,CA-INF784,INYO COMPLEX,,,,,,
588,2007_CA-KNF-003176_ELK COMPLEX,49.0,2007,CA-KNF-003176,ELK COMPLEX,,,,,,
589,2007_CA-KNF-003238_CHINA-BACK COMPLEX,15.0,2007,CA-KNF-003238,CHINA-BACK COMPLEX,,,,,,
590,2007_CA-MNF-1050_YOLLA BOLLY COMPLEX,18.0,2007,CA-MNF-1050,YOLLA BOLLY COMPLEX,,,,,,
591,2007_CA-YNP-2397_BABCOCK,8.0,2007,CA-YNP-2397,BABCOCK,,,,,,
592,2007_FL-BCP-000044_BICY COMPLEX,38.0,2007,FL-BCP-000044,BICY COMPLEX,,,,,,
593,2007_FL-FLS-07-024_OKEECHOBEE COMPLEX,44.0,2007,FL-FLS-07-024,OKEECHOBEE COMPLEX,,,,,,
594,2007_FL-FLS-2007-06-0725_SUWANNEE COMPLEX,60.0,2007,FL-FLS-2007-06-0725,SUWANNEE COMPLEX,,,,,,
595,2007_FL-FLS-2007-10-0425_DELAND COMPLEX,88.0,2007,FL-FLS-2007-10-0425,DELAND COMPLEX,,,,,,
596,2007_FL-SMR-200711_WAX MYRTLE COMPLEX,2.0,2007,FL-SMR-200711,WAX MYRTLE COMPLEX,,,,,,
597,2007_GA-OKR-007021_BIG TURNAROUND COMPLEX,214.0,2007,GA-OKR-007021,BIG TURNAROUND COMPLEX,,,,,,
598,2007_ID-BOD-000490_TONGUE COMPLEX,31.0,2007,ID-BOD-000490,TONGUE COMPLEX,,,,,,
599,2007_ID-BOF-000635_CASCADE COMPLEX,87.0,2007,ID-BOF-000635,CASCADE COMPLEX,,,,,,
600,2007_ID-BOF-000642_MIDDLE FORK COMPLEX,28.0,2007,ID-BOF-000642,MIDDLE FORK COMPLEX,,,,,,
