FIRE_YEAR,ICS_COMPLEX_NAME,FIRE_NAME,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,CPLX_INCIDENT_ID,MEMBER_INCIDENT_ID,FOD_JOIN_INCIDENT_ID,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,THIRSTY RIDGE,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,STRIPE MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SOUTH PROSPECT,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,LOWER BURN CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,FIRE MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,CAYUSE CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,DENNIS LAKES,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,FALLS CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,GOAT MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,NORTH GILA COMPLEX,JOHNSON,,,2005_NM-GNF-021_NORTH GILA COMPLEX,2005_NM-GNF-021_NORTH GILA COMPLEX,2005_NM-GNF-021_NORTH GILA COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,HELLS 1/2 ACRE CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,POLE MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SCHOFIELD RIDGE,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,POLE TWO,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,HIDDEN CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,BEAR CREEK WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,WILKHEAD,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,TRAIL #62,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,STRIPE CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SABE MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,PASTURE RIDGE,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,MIST CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,NORTH-SKINNER WFU COMPLEX,SKINNER,,,2005_AZ-KNF-131_NORTH-SKINNER WFU,2005_AZ-KNF-131_NORTH-SKINNER WFU,2005_AZ-KNF-131_NORTH-SKINNER WFU,,,,,,,,,,,,,,,,
2005,NORTH-SKINNER WFU COMPLEX,NORTH,,,2005_AZ-KNF-131_NORTH-SKINNER WFU,2005_AZ-KNF-131_NORTH-SKINNER WFU,2005_AZ-KNF-131_NORTH-SKINNER WFU,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,UPPER CANYON CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,THIRTEEN CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,UPPER WHITECAP,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SPOT MOUNTAIN TWO,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SOUTH WHITECAP,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,WATCH IT,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,WATCHTOWER,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,WHITE CAP LAKE,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,BURNT STRIP MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,GABE CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,HALFWAY CREEK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,HAYSTACK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,LITTLE PYRAMID,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,RIDGE COMPLEX,WARM SPRINGS,,,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,,,,,,,,,,,,,,,,
2005,RIDGE COMPLEX,RIDGE,,,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,NEZ PERCE PEAK,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,RIDGE COMPLEX,OAK POINT,,,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,,,,,,,,,,,,,,,,
2005,RIDGE COMPLEX,JACKSON,,,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,,,,,,,,,,,,,,,,
2005,RIDGE COMPLEX,HIDDEN,,,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SENTIMENTAL CREEK #2,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SPOT MOUNTAIN,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,BLACK RANGE COMPLEX,BULL,,,2005_NM-GNF-200514_BLACK RANGE COMPLEX WFU,2005_NM-GNF-200514_BLACK RANGE COMPLEX WFU,2005_NM-GNF-200514_BLACK RANGE COMPLEX WFU,,,,,,,,,,,,,,,,
2005,ROCKIN COMPLEX,ROCK IN,,,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,,,,,,,,,,,,,,,,
2005,ROCKIN COMPLEX,LOWER KOCH,,,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,,,,,,,,,,,,,,,,
2005,ROCKIN COMPLEX,ROCK CREEK #2,,,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,,,,,,,,,,,,,,,,
2005,ROCKIN COMPLEX,KOCH,,,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,MT. GEORGE,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,SELWAY-SALMON WFU COMPLEX,SNAKE,,,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,PROSPECT WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,SPRING WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,LITTLE FIVEMILE WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,STARVATION WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,MY CREEK WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,BIG DRY CANYON COMPLEX,BIG DRY CANYON WFU,,,2005_ID-CTF-000013_BIG DRY CANYON COMPLEX,2005_ID-CTF-000013_BIG DRY CANYON COMPLEX,2005_ID-CTF-000013_BIG DRY CANYON COMPLEX,,,,,,,,,,,,,,,,
2005,SOUTH SUNDANCE COMPLEX,SPRING DRAW,,,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,,,,,,,,,,,,,,,,
2005,RIDGE COMPLEX,NAIL,,,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,2005_AZ-KNF-181_RIDGE COMPLEX,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,CHICKEN WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,SOUTH SUNDANCE COMPLEX,HEMLER,,,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,,,,,,,,,,,,,,,,
2005,SOUTH SUNDANCE COMPLEX,SHEEP NOSE,,,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,2005_SD-BKF-050603_SOUTH SUNDANCE COMPLEX,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,JOE CREEK WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,WEST FORK WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,WOLF FANG WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,FRANK CHURCH WFU COMPLEX 2005,MISSOURI RIDGE WFU,,,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,,,,,,,,,,,,,,,,
2005,PINE CANYON COMPLEX ,PINE CANYON,,,2005_NM-CAF-000394_PINE CANYON COMPLEX,2005_NM-CAF-000394_PINE CANYON COMPLEX,2005_NM-CAF-000394_PINE CANYON COMPLEX,,,,,,,,,,,,,,,,
2005,BLOSSOM COMPLEX,HUGGINS,,,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,,,,,,,,,,,,,,,,
2005,BLOSSOM COMPLEX,SOLITUDE,,,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,,,,,,,,,,,,,,,,
2005,BLOSSOM COMPLEX,BLOSSOM,,,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,,,,,,,,,,,,,,,,
2005,TRYON COMPLEX,HAAS RIDGE,,,2005_OR-WWF-317_TRYON COMPLEX,2005_OR-WWF-317_TRYON COMPLEX,2005_OR-WWF-317_TRYON COMPLEX,,,,,,,,,,,,,,,,
2005,BURNT RIVER COMPLEX,BULL SPRINGS,,,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,,,,,,,,,,,,,,,,
2005,BURNT RIVER COMPLEX,LOSSAW,,,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,,,,,,,,,,,,,,,,
2005,BURNT RIVER COMPLEX,MARTIN'S MILL,,,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,,,,,,,,,,,,,,,,
2005,BURNT RIVER COMPLEX,SOUTH FORK BURNT RIV,,,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,,,,,,,,,,,,,,,,
2005,BURNT RIVER COMPLEX,MUDD SPRINGS,,,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,2005_OR-WWF-923_BURNT RIVER COMPLEX,,,,,,,,,,,,,,,,
2005,I-90 COMPLEX,ALBERTON EAST,,,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,,,,,,,,,,,,,,,,
2005,I-90 COMPLEX,TARKIO,,,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,,,,,,,,,,,,,,,,
2005,I-90 COMPLEX,FISH,,,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,,,,,,,,,,,,,,,,
2005,I-90 COMPLEX,WEST MOUNTAIN,,,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,,,,,,,,,,,,,,,,
2005,EDGE COMPLEX,EDGE,,,2005_AZ-TNF-000137_EDGE COMPLEX,2005_AZ-TNF-000137_EDGE COMPLEX,2005_AZ-TNF-000137_EDGE COMPLEX,,,,,,,,,,,,,,,,
2005,THREE FIRE COMPLEX,FOUR,,,2005_AZ-TNF-105_THREE FIRE COMPLEX,2005_AZ-TNF-105_THREE FIRE COMPLEX,2005_AZ-TNF-105_THREE FIRE COMPLEX,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,HATCHET,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,TWEEDY COMPLEX,LAST CHANC,,,2005_AZ-ASD-BWZ0_TWEEDY POINT,2005_AZ-ASD-BWZ0_TWEEDY POINT,2005_AZ-ASD-BWZ0_TWEEDY POINT,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,ELBOW,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,LEAD,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,LIME KILN,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,HANCOCK,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,MTBANGSCOM,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,MT BANGS COMPLEX,CEDAR WASH,,,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,2005_AZ-ASD-BV4E_MT BANGS COMPLEX,,,,,,,,,,,,,,,,
2005,TWEEDY COMPLEX,TWEEDY PT,,,2005_AZ-ASD-BWZ0_TWEEDY POINT,2005_AZ-ASD-BWZ0_TWEEDY POINT,2005_AZ-ASD-BWZ0_TWEEDY POINT,,,,,,,,,,,,,,,,
2005,TANK COMPLEX,TANK,,,2005_AZ-ASD-B04S_TANK COMPLEX,2005_AZ-ASD-B04S_TANK COMPLEX,2005_AZ-ASD-B04S_TANK COMPLEX,,,,,,,,,,,,,,,,
2005,TANK COMPLEX,COW,,,2005_AZ-ASD-B04S_TANK COMPLEX,2005_AZ-ASD-B04S_TANK COMPLEX,2005_AZ-ASD-B04S_TANK COMPLEX,,,,,,,,,,,,,,,,
2005,PERKINS COMPLEX,PERKINS,,,2005_AZ-PHD-050535_PERKINS COMPLEX,2005_AZ-PHD-050535_PERKINS COMPLEX,2005_AZ-PHD-050535_PERKINS COMPLEX,,,,,,,,,,,,,,,,
2005,SAND TANK COMPLEX,SAND TANK,,,2005_AZ-PHD-050657_SAND TANK COMPLEX,2005_AZ-PHD-050657_SAND TANK COMPLEX,2005_AZ-PHD-050657_SAND TANK COMPLEX,,,,,,,,,,,,,,,,
2005,LONG RUGGLES COMPLEX,LONGRUGGLE,,,2005_ID-CMS-430012_LONG RUGGLES,2005_ID-CMS-430012_LONG RUGGLES,2005_ID-CMS-430012_LONG RUGGLES,,,,,,,,,,,,,,,,
2005,FORT HALL COMPLEX,SAWMILL,,,2005_ID-FHA-000016_FORT HALL COMPLEX,2005_ID-FHA-000016_FORT HALL COMPLEX,2005_ID-FHA-000016_FORT HALL COMPLEX,,,,,,,,,,,,,,,,
2005,FORT HALL COMPLEX,RATTLESNAK,,,2005_ID-FHA-000016_FORT HALL COMPLEX,2005_ID-FHA-000016_FORT HALL COMPLEX,2005_ID-FHA-000016_FORT HALL COMPLEX,,,,,,,,,,,,,,,,
2005,WILSON COMPLEX,WILSON,,,2005_NV-NNS-000645_WILSON COMPLEX,2005_NV-NNS-000645_WILSON COMPLEX,2005_NV-NNS-000645_WILSON COMPLEX,,,,,,,,,,,,,,,,
2005,WILSON COMPLEX,RAWHIDE,,,2005_NV-NNS-000645_WILSON COMPLEX,2005_NV-NNS-000645_WILSON COMPLEX,2005_NV-NNS-000645_WILSON COMPLEX,,,,,,,,,,,,,,,,
2005,WILSON COMPLEX,PETAN,,,2005_NV-NNS-000645_WILSON COMPLEX,2005_NV-NNS-000645_WILSON COMPLEX,2005_NV-NNS-000645_WILSON COMPLEX,,,,,,,,,,,,,,,,
2005,SOUTHERN NEVADA COMPLEX,MEADOW VAL,,,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,,,,,,,,,,,,,,,,
2005,SOUTHERN NEVADA COMPLEX,TULE,,,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,,,,,,,,,,,,,,,,
2005,SOUTHERN NEVADA COMPLEX,TOQUOP,,,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,2005_NV-LVD-000042_SOUTHERN NEVADA COMPLEX,,,,,,,,,,,,,,,,
