FIRE_YEAR,ICS_COMPLEX_NAME,FIRE_NAME,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,CPLX_INCIDENT_ID,MEMBER_INCIDENT_ID,FOD_JOIN_INCIDENT_ID,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,SHU 6 20,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,IRON & ALPS COMPLEXES,SHF VINEGAR,,,2008_CA-SHF-1057_IRON & ALPS COMPLEXES,2008_CA-SHF-1057_IRON & ALPS COMPLEXES,2008_CA-SHF-1057_IRON & ALPS COMPLEXES,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,SHU MOON COMPLEX,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU JUNE LIGHTNING COMPLEX,SHU COLEMAN 1,,,2008_CA-SHF-1022_SHF JUNE LIGHTNING COMPLEX,2008_CA-SHF-1022_SHF JUNE LIGHTNING COMPLEX,2008_CA-SHF-1022_SHF JUNE LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,PETERSON COMPLEX,LMU PETERSON COM,,,2008_CA-LNF-002782_PETERSON COMPLEX,2008_CA-LNF-002782_PETERSON COMPLEX,2008_CA-LNF-002782_PETERSON COMPLEX,,,,,,,,,,,,,,,,
2008,GRAND COMPLEX,CLOVER,,,2008_CO-GMF-000203_GRAND COMPLEX,2008_CO-GMF-000203_GRAND COMPLEX,2008_CO-GMF-000203_GRAND COMPLEX,,,,,,,,,,,,,,,,
2008,KNOWLTON COMPLEX,DRGA,,,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,,,,,,,,,,,,,,,,
2008,KNOWLTON COMPLEX,ANDERSON,,,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,,,,,,,,,,,,,,,,
2008,KNOWLTON COMPLEX,LANEY CREEK,,,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,,,,,,,,,,,,,,,,
2008,KNOWLTON COMPLEX,KNOWLTON COMPLEX,,,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,2008_MT-EAS-011_KNOWLTON COMPLEX,,,,,,,,,,,,,,,,
2008,BADGER MTN COMPLEX,BADGER MT,,,2008_WA-WFS-902_BADGER MTN COMPLEX,2008_WA-WFS-902_BADGER MTN COMPLEX,2008_WA-WFS-902_BADGER MTN COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,LOWER SHU LIGHTNING,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,WHISKEYTOWN COMPLEX,WHISKEYTOWN COMPLEX,,,2008_CA-WNP-1095_WHISKEYTOWN COMPLEX,2008_CA-WNP-1095_WHISKEYTOWN COMPLEX,2008_CA-WNP-1095_WHISKEYTOWN COMPLEX,,,,,,,,,,,,,,,,
2008,DOYLE COMPLEX,DOYLE COMPLEX,,,2008_WA-NES-412_DOYLE COMPLEX,2008_WA-NES-412_DOYLE COMPLEX,2008_WA-NES-412_DOYLE COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,SIX STREAM,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,LONG,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,LILLIAN 1,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,LILLIAN 2,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,NORTON,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,WINDFALL,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,O'NEILL,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,BUCK,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,CHALET,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,ANDERSON,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,SKOK,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,ELLIS,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,GREEN,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,PARK,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,SLAB,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,MAIDEN 2,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,MAIDEN 3,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,BLUE,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,MAIDEN 1,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,DEER 3,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,DEER 2,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,DEER 1,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,OLYMPIC COMPLEX,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,3 FORKS,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,BROWN,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,SEVEN,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,HAYES 1,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,DEER RIDGE,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,CHIMNEY TWO,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,DIAMOND,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,GODKIN,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,TOAD,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,HAYES 2,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,CRYSTAL,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,OLYMPIC COMPLEX,ELLIS TWO,,,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,2008_WA-OLP-0820_OLYMPIC COMPLEX,,,,,,,,,,,,,,,,
2008,BREVARD COMPLEX,OSAGE,,,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,,,,,,,,,,,,,,,,
2008,BREVARD COMPLEX,POWERLINE (05),,,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,,,,,,,,,,,,,,,,
2008,BREVARD COMPLEX,SAN FILIPPO,,,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,,,,,,,,,,,,,,,,
2008,BREVARD COMPLEX,BEACH,,,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,2008_FL-FLS-2008-004_BREVARD COMPLEX,,,,,,,,,,,,,,,,
2008,GOLDEN VALLEY COMPLEX,GOLDEN VALLEY COMPLEX,,,2008_MT-NES-000005_GOLDEN VALLEY COMPLEX,2008_MT-NES-000005_GOLDEN VALLEY COMPLEX,2008_MT-NES-000005_GOLDEN VALLEY COMPLEX,,,,,,,,,,,,,,,,
2008,KERR COUNTY COMPLEX,KERR COUNTY COMPLEX,,,2008_TX-TXS-88037_KERR COUNTY COMPLEX,2008_TX-TXS-88037_KERR COUNTY COMPLEX,2008_TX-TXS-88037_KERR COUNTY COMPLEX,,,,,,,,,,,,,,,,
2008,GARVENS STORE COMPLEX,GARVEN STORE COMPLEX,,,2008_TX-TXS-88055_GARVENS STORE COMPLEX,2008_TX-TXS-88055_GARVENS STORE COMPLEX,2008_TX-TXS-88055_GARVENS STORE COMPLEX,,,,,,,,,,,,,,,,
2008,ANDREW COUNTY COMPLEX,ANDREW COUNTY COMPLEX,,,2008_TX-TXS-88072_ANDREWS COUNTY COMPLEX,2008_TX-TXS-88072_ANDREWS COUNTY COMPLEX,2008_TX-TXS-88072_ANDREWS COUNTY COMPLEX,,,,,,,,,,,,,,,,
2008,TEXAS WINTER FIRES 2008 COMPLEX,NAIL,,,2008_TX-TXS-88098_NAIL RANCH,2008_TX-TXS-88098_NAIL RANCH,2008_TX-TXS-88098_NAIL RANCH,,,,,,,,,,,,,,,,
2008,SCURRY COUNTY COMPLEX,SNYDER COMPLEX,,,2008_TX-TXS-88067_SCURRY COUNTY COMPLEX,2008_TX-TXS-88067_SCURRY COUNTY COMPLEX,2008_TX-TXS-88067_SCURRY COUNTY COMPLEX,,,,,,,,,,,,,,,,
2008,BORDEN COUNTY COMPLEX,BORDEN COUNTY FIRE,,,2008_TX-TXS-88153_BORDEN COUNTY COMPLEX,2008_TX-TXS-88153_BORDEN COUNTY COMPLEX,2008_TX-TXS-88153_BORDEN COUNTY COMPLEX,,,,,,,,,,,,,,,,
2008,PARKS COMPLEX,PARK COMPLEX,,,2008_TX-TXS-88297_PARKS COMPLEX,2008_TX-TXS-88297_PARKS COMPLEX,2008_TX-TXS-88297_PARKS COMPLEX,,,,,,,,,,,,,,,,
2008,8/7 LIGHTNING COMPLEX,8/7 LIGHTNING COMPLEX,,,2008_OR-952S-01809_8/7 LIGHTNING COMPLEX,2008_OR-952S-01809_8/7 LIGHTNING COMPLEX,2008_OR-952S-01809_8/7 LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,YOLLA BOLLY COMPLEX 2008,SUGERLOAF,,,2008_CA-SHF-1041_LIME COMPLEX,2008_CA-SHF-1041_LIME COMPLEX,2008_CA-SHF-1041_LIME COMPLEX,,,,,,,,,,,,,,,,
2008,STILES COMPLEX,STILES COMPLEX,,,2008_NM-N5S-0541_STILES COMPLEX,2008_NM-N5S-0541_STILES COMPLEX,2008_NM-N5S-0541_STILES COMPLEX,,,,,,,,,,,,,,,,
2008,MARIPOSA COMPLEX,MRP 437,,,2008_CA-MMU-  008048_MARIPOSA COMPLEX,2008_CA-MMU-  008048_MARIPOSA COMPLEX,2008_CA-MMU-  008048_MARIPOSA COMPLEX,,,,,,,,,,,,,,,,
2008,MARIPOSA COMPLEX,MRP 540,,,2008_CA-MMU-  008048_MARIPOSA COMPLEX,2008_CA-MMU-  008048_MARIPOSA COMPLEX,2008_CA-MMU-  008048_MARIPOSA COMPLEX,,,,,,,,,,,,,,,,
2008,MARIPOSA COMPLEX,MRP 748,,,2008_CA-MMU-  008048_MARIPOSA COMPLEX,2008_CA-MMU-  008048_MARIPOSA COMPLEX,2008_CA-MMU-  008048_MARIPOSA COMPLEX,,,,,,,,,,,,,,,,
2008,HUMBOLDT COMPLEX,HIGH,,,2008_CA-HUU-003384_HUMBOLDT COMPLEX,2008_CA-HUU-003384_HUMBOLDT COMPLEX,2008_CA-HUU-003384_HUMBOLDT COMPLEX,,,,,,,,,,,,,,,,
2008,HUMBOLDT COMPLEX,LONE PINE,,,2008_CA-HUU-003384_HUMBOLDT COMPLEX,2008_CA-HUU-003384_HUMBOLDT COMPLEX,2008_CA-HUU-003384_HUMBOLDT COMPLEX,,,,,,,,,,,,,,,,
2008,HUMBOLDT COMPLEX,WILLIAMS,,,2008_CA-HUU-003384_HUMBOLDT COMPLEX,2008_CA-HUU-003384_HUMBOLDT COMPLEX,2008_CA-HUU-003384_HUMBOLDT COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,SINGLY LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,5-8 MALLO-B LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,CLIFF RIDGE B LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,5-8 CLIFF LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,MIDDLE LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,SUGARLOAF B LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,INDIAN LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,LOST PIPE LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,TRAVIS 1 LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,NAVARRO LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,COWSHED 2 LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,ORR SPRINGS RD  UKV 2,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,HARDY RIDGE LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,ORR SPRINGS RD  ORR 3,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,HORSE LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,LOW GAP 1 LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,JACK SMITH LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,BUTCH LIGHTNING,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,MEU LIGHTNING COMPLEX,MONTGOMERY FLAT,,,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,BTU LIGHTNING COMPLEX,BREAKNECK,,,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,BTU LIGHTNING COMPLEX,WEST BRANCH,,,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,CANYON COMPLEX,FREY,,,2008_CA-PNF-000539_CANYON COMPLEX,2008_CA-PNF-000539_CANYON COMPLEX,2008_CA-PNF-000539_CANYON COMPLEX,,,,,,,,,,,,,,,,
2008,BTU LIGHTNING COMPLEX,RIM,,,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,KLAMATH THEATER,EMPIRE,,,2008_CA-KNF-3393_KLAMATH THEATER,2008_CA-KNF-3393_KLAMATH THEATER,2008_CA-KNF-3393_KLAMATH THEATER,,,,,,,,,,,,,,,,
2008,BTU LIGHTNING COMPLEX,FLEA VALLEY #2,,,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,BTU LIGHTNING COMPLEX,CAMP,,,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,STA 57 ONO CDF IGO 2,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,DONKEY MINE RD / OAK RU 2,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,IGO 13,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,IGO 15,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,IGO 16,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,IGO 17,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,IGO 18,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SHU LIGHTNING COMPLEX 2008,LAKEHEAD,,,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,2008_CA-SHU-004727_SHU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SKU LIGHTNING COMPLEX,LIGHT #5/BLACK MTN,,,2008_CA-SKU-002965_SKU LIGHTNING COMPLEX,2008_CA-SKU-002965_SKU LIGHTNING COMPLEX,2008_CA-SKU-002965_SKU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
2008,SKU LIGHTNING COMPLEX,LIGHT #6/LOUIE,,,2008_CA-SKU-002965_SKU LIGHTNING COMPLEX,2008_CA-SKU-002965_SKU LIGHTNING COMPLEX,2008_CA-SKU-002965_SKU LIGHTNING COMPLEX,,,,,,,,,,,,,,,,
