FIRED_ID,FIRED_IG_LON,FIRED_IG_LAT
1782,-115.82111862966494,43.25624999609245
1825,-80.30935908608953,27.097916664205343
1840,-82.34654745799631,30.91458333053041
1842,-118.7252199350514,39.297916663113405
1866,-81.6645764235118,28.160416664110244
1876,-119.67185798995806,39.960416663054104
1886,-118.46769894557256,40.77708332964768
1903,-81.77359460346909,29.356249997336548
1906,-120.69620492428645,40.40624999634754
1907,-82.26758368230212,27.081249997540166
1928,-110.56785881853351,32.3145833304051
1939,-115.81408455777017,43.26458332942504
1946,-80.47309562808603,25.914583330977923
1954,-115.15520363840722,32.702083330370414
1977,-82.2854824693545,30.656249997220197
1984,-81.10600224765678,28.339583330760874
1985,-114.62677343384118,35.00624999683085
1998,-109.0160171454712,31.327083330493483
2014,-112.61189427119828,40.71458332965327
2016,-120.9775906223029,45.39791666256743
2039,-120.96128060591181,38.28124999653773
2042,-115.33786872243732,41.32291666293215
2044,-116.17805905872859,40.83958332964208
2045,-115.37494345602208,41.306249996266985
2051,-115.54528075940931,42.77708332946867
2052,-121.12375746201309,41.868749996216636
2077,-106.9677193390717,39.002083329806545
2095,-111.56411132202835,39.85208332973046
2118,-108.7113328927092,31.502083330477824
2123,-115.6839217537762,41.43958332958839
2126,-118.92162278877909,45.39374999590114
2128,-114.89700895875761,41.23958332960628
2129,-114.77232199352196,41.2979166629344
2131,-120.0420723529798,39.36874999644039
2135,-116.09338961627694,40.86041666297354
2136,-114.63608583805232,41.17291666294559
2138,-115.39917022553308,41.27291666293664
2148,-118.19623734863276,40.50624999633859
2149,-122.9200779370902,38.256249996539964
2151,-111.9419197180148,40.439583329677895
2153,-108.46012527145932,40.08541666304292
2159,-106.3208163037857,39.73958332974053
2160,-108.62359941439925,40.04791666304627
2165,-112.33307949555018,40.47708332967452
2166,-115.06105594995478,40.802083329645434
2170,-117.53241341697647,40.789583329646554
2177,-108.46542106615856,42.597916662818044
2181,-112.23494347435677,40.972916662963485
2190,-114.79756760011045,42.0937499961965
2191,-117.94300010307424,43.356249996083505
2211,-116.82975631687883,33.67708333028316
2219,-116.71065108442728,45.997916662513724
2222,-120.88699506961775,38.45624999652206
2224,-117.04712975439939,34.19374999690358
2230,-121.69298274549972,44.64791666263456
2231,-119.99505373790439,48.83958332892606
2235,-111.78629154369193,34.34791666355645
2242,-120.39864187307113,45.51874999588995
2244,-120.15686237846192,48.23124999564717
2250,-114.00601353598942,42.73958332947203
2256,-116.18259119070434,43.83541666270729
2263,-99.15162769736344,35.918749996749185
2264,-119.16917096328864,43.189583329431755
2266,-112.58744367218914,41.92708332954475
2273,-111.64491243278069,33.25624999698749
2274,-112.41292585244115,41.68124999623342
2275,-112.54335237751509,41.57708332957608
2277,-118.93500912846288,47.96874999567066
2280,-109.68412680208715,43.13958332943622
2283,-94.81068272472172,34.393749996885674
2284,-114.09374997396728,42.027083329535806
2285,-113.97594720548577,42.74791666280462
2286,-113.18768641565109,42.51458332949216
2287,-112.82972073293337,41.79791666288965
2291,-112.99587736368015,41.86041666288405
2293,-113.53164546804358,42.26458332951454
2300,-112.55212523023758,39.30624999644599
2305,-117.4213345073497,39.960416663054104
2328,-113.10171463929193,42.28541666284601
2335,-115.99257222282303,43.42708332941049
2336,-112.9215963535423,39.806249996401235
2339,-116.42801437852678,43.881249996036516
2340,-108.92949594238225,40.66458332965775
2342,-111.96127377546175,40.44791666301048
2348,-117.40966634201291,33.452083330303296
2349,-116.68523893477311,43.977083329361264
2351,-115.014024055626,38.9020833298155
2357,-116.97475894720647,40.810416662978035
2359,-115.35916345766803,42.67708332947762
2362,-112.89526430043581,39.856249996396755
2364,-115.26941676501751,42.827083329464195
2370,-116.8945072792273,41.38958332959286
2372,-116.51955153807592,41.10208332961859
2383,-112.34149885194043,38.88124999648403
2398,-118.86643546950299,46.043749995842965
2402,-108.95702808138795,40.768749996315094
2404,-110.97523644347385,42.97291666278448
2418,-120.12638995901139,45.36874999590337
2427,-113.74119291150211,38.09374999655451
2430,-111.9661643295314,36.214583330056044
2435,-110.91507641719147,43.43958332940937
2438,-109.56411410506972,45.98124999584855
2444,-117.41175144126368,33.26874999698637
2451,-120.51120753158386,42.61874999614951
2453,-116.54966478229846,46.36458332914757
2454,-117.22827414603731,34.02291666358554
2462,-117.44696511887764,34.231249996900225
2473,-115.01338301674721,41.41874999625691
2477,-120.72029135239633,40.81458332964433
2479,-119.9764204099773,47.918749995675135
2480,-119.91512570095414,37.627083329929626
2483,-114.03316487203806,39.95624999638781
2484,-119.39495292938,38.810416663157035
2488,-120.62417965412156,40.185416663033976
2489,-110.70831831919558,44.01041666269162
2496,-115.18404486451931,42.22291666285161
2505,-121.93541448574571,41.00208332962753
2512,-104.06851362863571,43.71874999605105
2513,-107.37712767444626,47.806249995685214
2519,-107.00694370495081,44.94374999594141
2520,-115.2586798982381,39.08541666313241
2522,-110.07716381056255,44.452083329318754
2523,-115.29835053686902,44.68958332929749
2527,-119.2392353438804,45.91874999585415
2537,-104.93454357702392,43.07708332944182
2547,-116.12535963374897,44.031249996023085
2552,-106.97153836499464,45.406249995900026
2553,-105.42277387453224,41.993749996205445
2584,-118.73880987076889,45.44791666256295
2588,-115.37847885843482,41.33958332959734
2596,-116.13614251981527,45.427083329231486
2607,-121.3374451418677,42.29791666284489
2625,-114.2650181866482,41.69374999623229
2627,-114.62207871776346,40.99374999629495
2631,-110.8617047182661,45.18958332925274
2632,-115.58965072013955,39.91874999639116
2636,-103.98112768350235,46.9437499957624
2643,-115.61629167426683,41.87708332954922
2645,-116.72896585220126,40.77708332964768
2656,-120.25164107347331,41.1562499962804
2660,-122.62992460244226,39.39374999643817
2667,-117.6297426201778,42.57708332948658
2681,-120.18645900217044,40.78124999631397
2683,-122.86328375954103,42.097916662862794
2688,-120.54192270545364,42.622916662815804
2690,-119.5597053542078,40.468749996341934
2691,-116.50821471835317,40.93958332963314
2693,-117.8429186208075,41.02291666295902
2695,-119.99217397934048,40.04374999637998
2699,-120.8055268102986,47.56458332904017
2704,-120.56171108241108,48.214583328982
2711,-117.91635638782894,40.689583329655505
2716,-119.20263964649936,40.502083329672296
2717,-110.1508713712041,44.131249996014134
2719,-119.90857673233616,41.36458332959509
2721,-119.33960220397341,45.022916662601006
2722,-117.6624829308533,40.77291666298139
2723,-117.00715874857134,41.17708332961188
2731,-108.45110630022455,40.07291666304403
2733,-119.07938196900982,48.48541666229109
2736,-116.79187234934115,45.6145833292147
2737,-116.4673123057165,40.70624999632068
2738,-119.75789616978012,43.21874999609581
2740,-118.70361897255887,44.03958332935568
2743,-117.93682909838692,40.502083329672296
2747,-118.97266952453194,45.05624999593134
2749,-118.93043120590808,37.93124999656905
2752,-115.21099672829585,40.98958332962866
2753,-117.55770441093723,41.943749996209924
2754,-113.07136975410273,42.331249996175245
2755,-118.19791802218293,40.86041666297354
2758,-121.08793133308714,46.57291666246226
2759,-118.13184765989268,40.43541666301159
2760,-112.93025121712091,42.177083329522375
2761,-114.43961430195266,48.56874999561697
2765,-119.35523243350839,48.1395833289887
2767,-115.50773509796942,45.11041666259316
2771,-113.2399254759912,33.00208333034357
2772,-120.60432026190858,39.297916663113405
2773,-98.73439933350066,35.88124999675254
2774,-119.49330576576295,37.6395833299285
2784,-119.81262879818166,48.19374999565052
2785,-114.87745995518765,39.75624999640571
2786,-120.5358468902887,41.70208332956489
2794,-118.48217773054783,48.48541666229109
2797,-116.46306246029953,43.810416662709514
2807,-121.7593781409205,44.79374999595484
2808,-95.93784534500793,31.631249997132933
2828,-111.13915565434466,40.49374999633971
2830,-118.652853721627,44.96458332927288
2845,-111.75972282450897,39.968749996386684
2846,-115.97873951084632,42.097916662862794
2859,-117.58172055619178,41.74374999622783
2862,-120.921950223767,39.07291666313353
2865,-119.09499038811869,36.785416663338275
2880,-114.1622701017034,48.602083328947316
2887,-109.52454653157339,43.30208332942168
2889,-120.23785657302903,37.79374999658136
2898,-120.50062289074279,45.718749995872045
2902,-110.82170252334022,45.53541666255512
2903,-119.48375332514617,37.28541666329353
2905,-120.61125231302894,38.22708332987591
2909,-110.15708218165351,45.16458332925498
2912,-111.04500872885235,43.143749996102514
2914,-117.94495685018755,45.46874999589442
2922,-108.9149081742918,43.977083329361264
2927,-114.22688779294974,38.85208332981997
2929,-113.38383849260781,48.197916662316814
2945,-120.06005238149503,38.256249996539964
2954,-80.68163437826584,27.87708333080227
2967,-105.27018977545555,42.15208332952461
2975,-113.11839145111561,37.42291666328122
2981,-110.41302101736598,44.64791666263456
2982,-104.63781169965911,42.343749996174125
2988,-120.51185732141984,39.11874999646277
3020,-115.08646319068664,39.28541666311452
3023,-110.82704811636064,45.05624999593134
3038,-116.63293439674946,43.085416662774406
3052,-118.64717957239831,34.5062499968756
3053,-96.67834513152098,32.28124999707475
3057,-122.95864628938834,40.74791666298361
3063,-110.5788215184801,46.76041666244548
3073,-97.50833386686337,30.535416663897674
3074,-112.02312254784955,39.3020833297797
3088,-115.0220934145917,48.12291666232353
3092,-116.4011452640717,46.243749995825056
3093,-96.28654599313249,32.10208333042412
3106,-123.21246788054235,40.57291666299928
3107,-117.19262314502475,41.12291666295006
3113,-121.47589949973845,39.71458332974278
3115,-119.54107512323445,34.94374999683645
3130,-114.55611525310186,43.4229166627442
3146,-116.71781971727614,43.47291666273973
3148,-112.23417476596379,36.26458333005156
3164,-120.2628594402764,38.18958332987926
3165,-112.44146248277539,42.00624999620433
3170,-115.87269176284335,40.885416662971316
3187,-112.62175113956101,43.2895833294228
3221,-104.76151320154516,44.427083329320986
3253,-104.36918883977606,45.772916662533866
3256,-113.82240230616888,42.81874999613161
3269,-115.9740971838297,45.843749995860854
3272,-116.51412301630795,46.3479166624824
3281,-111.96180424646623,39.88958332972711
3294,-116.71514990106749,44.24791666267036
3299,-111.84868126320569,41.91458332954587
3393,-120.57909199709883,47.9479166623392
3470,-123.95397642081231,42.34791666284042
3483,-111.1610717293092,40.49374999633971
3490,-114.79485583151875,42.79791666280014
3510,-113.31616680398136,47.264583329067015
3512,-115.25920644120455,44.722916662627846
3517,-111.7948412154525,39.77708332973718
3549,-123.56429093169115,41.66041666290196
3554,-111.71482043792265,42.26874999618084
3584,-115.00403908284662,46.114583329169946
3591,-107.60826648611442,39.731249996407946
3603,-111.18410163413522,45.502083329224774
3617,-114.71845707923922,46.306249995819464
3627,-103.67518645921221,43.37708332941497
3637,-112.94420840286995,47.23124999573667
3647,-121.17206663014451,44.631249995969384
3658,-111.848385958659,41.552083329578316
3671,-96.80169228997913,48.86041666225753
3711,-103.58026922536662,45.743749995869806
3781,-112.89630005229502,47.73958332902451
3794,-122.31905484330728,39.514583329760676
3986,-109.9468467207883,33.01874999700875
4067,-118.48352014695499,34.47291666354527
4109,-119.52483574199682,34.93958333017015
4118,-104.95332348621668,40.24791666302837
4127,-79.03603434429645,39.47708332976403
4141,-119.5511794182561,42.6937499961428
4154,-121.47779000880857,37.456249996611575
4180,-78.94108049430429,37.327083329956466
4189,-93.7266318673764,29.84791666395921
4209,-111.79895757238941,39.75624999640571
4233,-84.04967244600374,35.5770833301131
4269,-83.79221973951083,36.80624999666975
4278,-83.65733123576094,35.81874999675814
4294,-83.35489177835963,37.49374999660821
4296,-83.20360109468456,35.82708333009073
4297,-83.96699540240787,34.652083330195886
4328,-78.12812434701344,37.02291666331703
4339,-121.48202436730041,39.73958332974053
4352,-121.3923087203925,36.902083329994504
4361,-88.7125515734677,31.293749997163136
4458,-105.14777547413709,40.739583329651026
4502,-81.6232045579384,37.93958332990164
4519,-83.87110638036161,37.18541666330248
4555,-91.61178808788199,37.06041666331367
4583,-78.75700071232983,33.83541666360232
4586,-82.02392918989452,37.60624999659815
4620,-82.84123630684878,35.92291666341548
4626,-84.03130055089181,35.59374999677827
4656,-95.74919605082778,34.189583330237284
4714,-84.53798092172926,36.831249996667516
4720,-78.55547629990836,38.53541666318165
4724,-81.67906700241372,38.05624999655787
4747,-116.58941729953416,32.602083330379365
4877,-81.83821443168344,27.947916664129266
4888,-89.53045747679903,30.910416663864115
4917,-81.08983283827823,27.289583330854857
4920,-93.47122022310484,29.785416663964806
4942,-81.08168899687966,28.05208333078661
4990,-88.37633367626515,30.568749997228025
5058,-116.08953320961994,33.61458333028875
5062,-117.67708900937913,33.86041666360008
5077,-110.39934296812483,31.68541666379475
5089,-117.25285012086736,33.40624999697406
5094,-93.13018508870269,31.00624999718887
5162,-81.76416767916125,33.102083330334615
5198,-110.3039441709569,31.406249997153065
5203,-110.59668062789474,31.768749997120622
5217,-94.81507269298677,33.82291666360344
5220,-110.43374113359147,31.693749997127338
5227,-89.07003585845673,31.352083330491247
5235,-79.87058123919749,33.343749996979646
5240,-78.54949344414649,38.51041666318388
5351,-82.39726781744056,30.33124999724928
5376,-84.29446611217844,30.560416663895435
5384,-101.12402532628808,34.85208333017799
5413,-95.72508917742462,36.85624999666528
5419,-82.10204523501959,30.43958333057293
5438,-81.0049994970555,27.93124999746409
5442,-80.53356941145097,27.285416664188563
5454,-118.25979278061149,37.1729166633036
5475,-96.18243203737615,36.71874999667759
5504,-88.98962285291267,31.147916663842853
5568,-96.1280893785478,37.33958332995535
5595,-82.1834093440686,30.67291666388537
5618,-108.40935352871189,33.52291666363029
5632,-79.97915921194469,37.18958332996877
5722,-80.69394592191598,27.906249997466325
5725,-77.50741411857209,34.63958333019701
5735,-82.50648891724,29.281249997343263
5769,-98.50855529852828,27.364583330848145
5801,-80.50058476673505,25.247916664370926
5810,-79.5569391392526,33.09791666366832
5908,-96.38927352419518,48.764583328932765
5968,-82.22955427345919,30.72708333054718
5981,-105.03959627593402,48.48124999562479
5995,-110.42623170037055,31.44791666381601
6009,-117.67999172698778,33.87708333026524
6025,-111.58139649063483,31.756249997121742
6053,-121.43380527191702,44.76458332929078
6064,-84.73707148381722,30.04374999727502
6079,-105.49448353572991,39.41458332976963
6093,-105.59835802750405,32.86874999702217
6106,-76.98131761934485,34.74374999685435
6126,-110.49601820132692,31.593749997136285
6151,-82.28212119684976,27.656249997488704
6287,-119.5631534561711,37.64374999659479
6297,-115.78343074360893,44.16458332934448
6353,-94.42867366798555,46.17708332916436
6387,-80.74007607606717,26.147916664290374
6412,-95.84506514669678,48.20208332898312
6422,-82.4397168527768,30.84791666386971
6430,-118.83062253349574,36.70208333001241
6467,-105.7021466392143,35.66458333010527
6470,-108.91529307867408,36.22291666338863
6482,-116.90446427248287,33.768749996941615
6495,-80.50044558257153,26.756249997569256
6554,-104.73349263116484,38.6979166631671
6573,-80.93629374244775,27.57291666416283
6588,-81.26593836044084,28.40624999742158
6593,-118.43844014810227,34.547916663538544
6643,-95.43288413148728,48.95624999558228
6648,-95.35511922976623,48.95208332891599
6649,-117.60281629828006,33.597916663623565
6652,-112.48362405903356,34.5062499968756
6660,-110.73283932035942,31.7145833304588
6664,-117.50259879925066,33.439583330304416
6689,-111.20704782963973,34.61041666353295
6698,-111.48815570256971,39.114583329796474
6729,-117.05783519248756,33.8479166636012
6746,-80.58948648420008,26.552083330920865
6774,-110.66166866114783,32.439583330393916
6794,-88.52846232715027,30.618749997223556
6810,-93.71009887159839,29.83541666396033
6819,-105.33353081428513,39.06041666313466
6844,-105.82264931639286,35.997916663408766
6936,-86.26221449394693,30.60208333055838
6952,-105.06788682289668,36.647916663350586
6956,-119.23122877836245,34.61041666353295
6962,-112.21496267126531,37.88541666323982
6967,-105.00173740580878,36.135416663396455
6969,-117.24787131427856,34.189583330237284
6972,-108.08553638820776,34.856249996844284
6977,-109.46499068916503,31.822916663782447
6984,-104.92722569680252,37.02708332998332
6986,-119.09471269318044,37.10208332997661
6987,-114.0501529435912,38.22708332987591
6992,-116.91780106974629,43.50208332940378
7003,-104.3947605624313,37.06874999664625
7012,-107.11724753021687,38.95208332981102
7021,-107.8156331436201,37.87708332990724
7039,-109.53140103609972,37.78124999658248
7056,-113.67177638806584,37.47291666327674
7062,-105.9762431667095,39.83958332973158
7063,-119.08644124660273,34.189583330237284
7073,-119.02025118224688,37.097916663310315
7091,-114.83245823492305,45.67291666254282
7097,-105.47622687154683,38.33124999653325
7123,-104.96244485850816,36.543749996693236
7143,-118.4538022921509,34.57291666353631
7153,-79.76650077219848,33.235416663656025
7154,-112.89683653497235,37.50208332994081
7160,-118.71160007688323,36.66874999668206
7162,-121.20428452923484,35.92291666341548
7190,-107.36087545948162,39.58958332975396
7207,-107.70101300860603,37.377083329952
7233,-108.83816515836972,38.95624999647731
7243,-105.3913221217348,42.28541666284601
7246,-120.49735932120697,34.547916663538544
7253,-111.06476380037886,31.335416663826074
7256,-106.37587999242578,36.48541666336514
7257,-77.83668137490294,34.3145833302261
7261,-114.56658043086829,45.589583329216936
7273,-110.46783229611832,31.681249997128457
7283,-79.00813736804031,33.72708333027867
7286,-113.79039055330827,37.797916663247655
7290,-119.42633222548125,38.477083329853535
7298,-118.5189633285483,35.585416663445685
7315,-114.55639967312543,38.33958332986584
7316,-110.40749102536313,34.289583330228325
7323,-106.57696910862093,37.647916663261086
7326,-117.46209767693594,34.28541666356203
7334,-112.85903356283971,47.38124999572325
7347,-105.52405364792789,35.843749996755896
7368,-118.79457356176421,34.74374999685435
7378,-116.86065174686605,33.98958333025518
7381,-116.39745180380953,32.822916663692936
7384,-109.96635935391727,39.53124999642585
7386,-109.58644621022515,39.25208332978417
7397,-112.79503725389979,40.23958332969579
7415,-110.66044185804212,40.8895833296376
7440,-108.57815659793494,33.310416663649306
7449,-108.37435465424868,40.2229166630306
7464,-119.26126076562035,37.71458332992179
7477,-108.66145456592979,31.618749997134053
7491,-108.6474688899803,40.443749996344174
7499,-107.51187985054176,39.693749996411306
7503,-112.36761983345836,39.19791666312235
7505,-110.98209892371648,31.364583330490134
7512,-79.46702316906128,37.610416663264445
7517,-109.10290147429104,42.94791666278672
7532,-118.5413700036838,34.55624999687113
7537,-105.94272570477919,45.014583329268405
7556,-103.723357273437,44.38124999599176
7564,-109.1342358808554,36.797916663337155
7569,-105.9771116353123,44.835416662617774
7571,-111.22681173116267,39.231249996452696
7574,-110.88144131562015,39.768749996404594
7575,-109.29212545957053,40.95208332963201
7576,-121.88950093171007,39.03958332980319
7577,-111.59104594537553,40.19791666303285
7579,-105.37665180476353,42.04374999620098
7601,-115.78577602668751,41.43124999625579
7606,-114.79603750684011,45.49791666255848
7633,-120.83799193875238,42.84791666279567
7648,-109.13157629516746,31.831249997115037
7654,-118.64837144610075,37.53541666327115
7671,-78.72318417737124,38.29374999653661
7680,-120.54500507149162,46.306249995819464
7695,-115.95851412722068,42.918749996122656
7696,-122.31332342301032,42.45208332949776
7701,-110.3092293331923,44.76874999595708
7709,-114.61769552973954,45.960416662517076
7730,-113.25035899644887,47.66874999569751
7742,-115.0540527988165,45.90208332918897
7752,-114.46886974946996,46.452083329139754
7755,-114.40126744545972,46.50624999580156
7756,-114.97816771748828,45.67708332920911
7760,-115.3557334598964,40.756249996316214
7769,-116.10382479650202,45.42291666256519
7776,-116.25353887735122,43.69374999605329
7782,-119.90282047171,38.95624999647731
7801,-114.82709829036455,45.63541666254617
7813,-123.72906483430577,42.164583329523495
7829,-114.17230222468554,43.185416662765455
7870,-120.18312567513792,47.97291666233696
7875,-117.40722048227741,42.77708332946867
7882,-94.11221619472832,29.70624999730522
7895,-117.52495418859311,41.05208332962306
7904,-119.60427693556917,44.32708332932994
7918,-113.94970702325423,48.75624999560018
7936,-112.3663590489419,42.889583329458596
7942,-113.87637559346832,48.85208332892494
7946,-79.54468150280987,37.589583329932964
7964,-116.34262321435189,44.12708332934784
7988,-121.50580139364014,44.631249995969384
7994,-93.54859061361377,29.827083330627744
8016,-114.05668706037655,38.031249996560106
8019,-121.22775582594221,36.035416663405414
8020,-108.35866588731704,38.02708332989382
8023,-113.41175613010273,42.485416662828115
8033,-106.6187168193099,41.07291666295454
8043,-111.59576519538508,33.26458333032008
8060,-118.33151041593263,44.25624999600295
8070,-105.38841044571612,40.285416663025025
8078,-109.14308115069568,37.71458332992179
8085,-122.65666528763838,43.047916662777766
8088,-117.02103633951106,43.481249996072314
8108,-119.52738287823097,38.518749996516476
8109,-116.45176682437412,32.90208333035252
8112,-113.38676711131447,48.781249995597946
8116,-110.52810996625179,42.93958332945413
8118,-117.77226348722309,38.91874999648067
8120,-116.97621178682927,43.98958332936015
8123,-120.54188788216574,42.23541666285049
8124,-115.57258603193074,36.15624999672792
8128,-117.17523147381938,43.37708332941497
8136,-120.51880764850807,40.60624999632964
8142,-110.74698020725431,32.57708333038161
8143,-119.57716913201854,38.64791666317158
8151,-118.37778729716645,37.081249996645134
8153,-120.13018528603655,40.63124999632739
8158,-118.34094625734456,43.41041666274532
8172,-122.51621867461078,41.45208332958727
8177,-120.13114659506337,41.88541666288181
8181,-113.35964127766142,37.38124999661828
8192,-122.99748950287005,42.21041666285272
8196,-109.07122005665337,38.37291666319619
8197,-117.30964654941124,43.227083329428396
8198,-112.87791505446309,38.131249996551155
8210,-115.27920108460644,42.51458332949216
8213,-108.41885729769947,45.08958332926169
8221,-117.76195362293478,39.28541666311452
8222,-124.04238105149521,42.28124999617972
8236,-112.84008028601019,37.29374999662612
8238,-109.33044161655559,41.181249996278176
8240,-103.42548260219367,44.252083329336656
8248,-115.0261397985708,42.610416662816924
8251,-116.4259395913639,43.30624999608797
8261,-114.4948236242747,45.45208332922925
8266,-119.65120531478613,40.789583329646554
8273,-120.17448533147993,38.860416663152556
8279,-118.70168491066073,43.031249996112585
8300,-109.93229000629806,39.46874999643144
8348,-107.77591090168325,37.443749996612695
8349,-118.38900845167527,35.997916663408766
8353,-105.4477964460461,44.49374999598169
8372,-120.52630920426354,35.43124999679282
8400,-118.48006018406602,35.59374999677827
8417,-122.77322749897293,42.79791666280014
8423,-121.3388960481011,45.56041666255288
8438,-115.4494055420007,42.48124999616182
8444,-109.24839328758232,41.11874999628377
8452,-115.04868057407946,42.36458332950559
8456,-121.6970587867617,44.38124999599176
8462,-120.98027064006422,45.22708332924938
8476,-119.36401369992619,48.79791666226312
8479,-115.13586161314538,42.45208332949776
8488,-121.5249420513523,42.55208332948881
8494,-104.0440653972747,43.877083329370215
8504,-119.29388085035283,37.747916663252134
8519,-108.40685453838803,40.08958332970922
8533,-123.31572177602307,41.664583329568245
8552,-119.60628482010799,38.58541666317717
8573,-108.51053882081628,37.21874999663283
8577,-114.25270429222846,38.12291666321857
8578,-100.94314228319249,43.16458332943399
8588,-116.5662970296479,33.09791666366832
8596,-76.51110637169505,34.91458333017239
8606,-122.64411962220872,42.96458332945189
8614,-123.05467625413624,43.952083329363504
8615,-104.13190165111662,42.87291666279343
8638,-95.16725977640434,29.18541666401851
8641,-111.92374319384685,40.356249996352005
8642,-113.47024149477211,42.50208332949328
8655,-114.47479958490716,45.55624999588659
8658,-107.11076684425532,39.45208332976627
8659,-115.75227261756535,42.92708332945524
8673,-94.045068251298,31.477083330480063
8692,-115.58056570471818,44.31874999599735
8696,-107.26041268950397,39.997916663050745
8707,-85.60722752204299,30.26458333058859
8745,-114.82325021477024,45.52291666255624
8762,-114.46854830782499,45.44791666256295
8777,-115.28485382695494,42.51458332949216
8783,-121.92888812810664,39.46458332976515
8809,-121.17023731368666,35.981249996743585
8821,-115.27300953506669,42.8229166627979
8832,-114.72567412594715,45.43124999589778
8837,-106.18097501202801,44.939583329275116
8850,-111.16031459900032,40.97708332962978
8854,-114.52038201744065,45.43541666256407
8864,-110.16314642631745,44.20624999600742
8874,-116.6457771020859,46.03541666251037
8876,-115.892945457158,45.18958332925274
8877,-121.54093136874495,44.631249995969384
8887,-116.59855425445996,44.356249995994
8901,-114.8318359968682,45.55624999588659
8923,-119.98011022076672,47.84791666234815
8925,-109.31049792538279,40.41041666301383
8927,-115.64870584893602,45.502083329224774
8932,-108.20715945464389,37.160416663304716
8936,-109.1917606458688,41.31041666293328
8947,-116.10561143026116,45.63124999587988
8952,-103.39671669341843,43.91041666270056
8955,-122.62453680832215,42.26458332951454
8965,-109.44445532354567,42.8229166627979
8969,-112.34411679744738,47.46874999571541
8990,-95.46220238269687,30.92708333052929
8994,-114.83982938454821,46.17708332916436
9000,-108.05189588376871,46.268749995822816
9001,-122.67122285190155,43.27708332942392
9005,-71.64918904933843,42.49791666282699
9009,-74.49300997598974,40.010416663049625
9013,-113.75816930552803,45.681249995875405
9029,-123.62469924071428,43.97291666269497
9030,-117.8815110702031,47.76041666235597
9033,-116.10712905133879,45.4187499958989
9036,-110.62876333297396,39.88124999639452
9037,-120.2803385239904,35.35208333013324
9043,-114.26604952734449,43.506249996070075
9050,-120.43768299303915,48.91041666225305
